,PLAYER,AFFILIATION,OVERALL PICK,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD,ROOKIE
679,Coby White,North Carolina,7,CHI,65,25.8,13.2,4.8,12.2,39.4,2.0,5.8,35.4,1.6,2.0,79.1,0.4,3.1,3.5,2.7,1.7,0.8,0.1,1.8,1.93,88.0,Guard,0,0,0,1,0
680,Jaxson Hayes,Texas,8,NOP,64,16.9,7.4,2.7,4.0,67.2,0.0,0.1,25.0,1.9,3.0,64.7,1.5,2.5,4.0,0.9,0.8,0.4,0.9,2.5,2.11,100.0,Center-Forward,0,1,1,0,0
681,Rui Hachimura,Gonzaga,9,WAS,48,30.1,13.5,5.3,11.4,46.6,0.5,1.8,28.7,2.4,2.9,82.9,1.6,4.5,6.1,1.8,1.1,0.8,0.2,2.2,2.03,104.0,Forward,0,0,1,0,0
682,Cam Reddish,Duke,10,ATL,58,26.7,10.5,3.7,9.6,38.4,1.4,4.3,33.2,1.7,2.2,80.2,0.6,3.1,3.7,1.5,1.7,1.1,0.5,2.3,2.03,98.0,Forward-Guard,0,0,1,1,0
683,Cameron Johnson,North Carolina,11,PHX,57,22.0,8.8,3.1,7.1,43.5,1.9,4.8,39.0,0.8,1.0,80.7,0.9,2.4,3.3,1.2,0.6,0.6,0.4,1.5,2.03,95.0,Forward,0,0,1,0,0
684,P.J. Washington,Kentucky,12,CHA,58,30.3,12.2,4.6,10.2,45.5,1.5,4.0,37.4,1.5,2.3,64.7,1.0,4.4,5.4,2.1,1.6,0.9,0.8,2.7,2.01,104.0,Forward,0,0,1,0,0
685,Tyler Herro,Kentucky,13,MIA,55,27.4,13.5,4.9,11.5,42.8,2.1,5.4,38.9,1.6,1.8,87.0,0.3,3.8,4.1,2.2,1.6,0.6,0.2,1.4,1.96,88.0,Guard,0,0,0,1,0
686,Romeo Langford,Indiana,14,BOS,32,11.6,2.5,0.9,2.5,35.0,0.2,0.8,18.5,0.6,0.8,72.0,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,1.96,98.0,Guard-Forward,0,0,1,1,0
687,Chuma Okeke,Auburn,16,ORL,45,25.2,7.8,3.0,7.2,41.7,1.1,3.1,34.8,0.7,0.9,75.0,0.9,3.1,4.0,2.2,0.8,1.1,0.5,1.1,1.98,104.0,Forward,0,0,1,0,0
688,Nickeil Alexander-Walker,Virginia Tech,17,NOP,47,12.6,5.7,2.1,5.7,36.8,1.0,2.8,34.6,0.5,0.8,67.6,0.2,1.6,1.8,1.9,1.1,0.4,0.2,1.2,1.96,93.0,Guard,0,0,0,1,0
689,Goga Bitadze,KK Mega Leks (Serbia),18,IND,54,8.7,3.2,1.3,2.8,46.7,0.1,0.8,19.0,0.4,0.6,72.7,0.5,1.5,2.0,0.4,0.5,0.2,0.7,1.2,2.13,113.0,Center-Forward,0,1,1,0,0
690,Luka Samanic,KK Olimpija (Slovenia),19,SAS,3,16.1,5.3,1.7,5.3,31.3,1.0,2.7,37.5,1.0,1.3,75.0,0.3,3.0,3.3,2.0,0.7,0.0,0.7,2.0,2.08,103.0,Forward,0,0,1,0,0
691,Matisse Thybulle,Washington,20,PHI,65,19.8,4.7,1.7,4.1,42.3,0.9,2.4,35.7,0.4,0.6,61.0,0.7,1.0,1.6,1.2,0.8,1.4,0.7,2.2,1.96,91.0,Guard-Forward,0,0,1,1,0
692,Brandon Clarke,Gonzaga,21,MEM,58,22.4,12.1,5.1,8.3,61.8,0.4,1.1,35.9,1.5,1.9,75.9,1.6,4.4,5.9,1.4,0.9,0.6,0.8,1.7,2.03,98.0,Forward,0,0,1,0,0
693,Grant Williams,Tennessee,22,BOS,69,15.1,3.4,1.3,3.1,41.2,0.3,1.4,25.0,0.6,0.8,72.2,0.9,1.7,2.6,1.0,0.7,0.4,0.5,2.4,1.98,107.0,Forward,0,0,1,0,0
694,Darius Bazley,Princeton,23,OKC,61,18.5,5.6,2.0,5.2,39.4,0.8,2.3,34.8,0.7,1.0,69.4,0.5,3.5,4.0,0.7,0.7,0.4,0.7,0.9,2.03,94.0,Forward,0,0,1,0,0
695,Ty Jerome,Virginia,24,PHX,31,10.6,3.3,1.2,3.6,33.6,0.5,1.6,28.0,0.4,0.5,75.0,0.2,1.3,1.5,1.4,0.6,0.5,0.1,0.9,1.96,88.0,Guard-Forward,0,0,1,1,0
696,Nassir Little,North Carolina,25,POR,48,11.9,3.6,1.4,3.1,43.0,0.3,1.2,23.7,0.6,0.9,63.6,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,1.96,100.0,Forward-Guard,0,0,1,1,0
697,Dylan Windler,Belmont,26,CLE,31,16.5,5.2,1.8,4.2,43.8,0.8,2.5,33.8,0.7,0.9,77.8,0.6,2.8,3.5,1.1,1.0,0.6,0.4,1.2,1.98,89.0,Guard-Forward,0,0,1,1,0
698,Mfiondu Kabengele,Florida State,27,LAC,12,5.4,3.5,1.2,2.7,43.8,0.8,1.7,45.0,0.4,0.4,100.0,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,2.06,113.0,Center,0,1,0,0,0
699,Jordan Poole,Michigan,28,GSW,57,22.3,8.8,2.9,8.8,33.3,1.3,4.6,27.9,1.7,2.1,79.8,0.2,1.9,2.1,2.4,1.3,0.6,0.2,1.6,1.93,88.0,Guard,0,0,0,1,0
700,Keldon Johnson,Kentucky,29,SAS,17,17.7,9.1,3.1,5.2,59.6,0.8,1.3,59.1,2.1,2.6,79.5,0.6,2.8,3.4,0.9,0.8,0.8,0.1,1.6,1.98,100.0,Forward-Guard,0,0,1,1,0
701,Kevin Porter Jr.,Southern California,30,CLE,50,23.2,10.0,3.7,8.4,44.2,1.1,3.2,33.5,1.5,2.0,72.3,0.4,2.8,3.2,2.2,1.9,0.9,0.3,2.7,1.93,92.0,Guard-Forward,0,0,1,1,0
702,Nic Claxton,Georgia,31,BKN,15,12.5,4.4,1.8,3.2,56.3,0.1,0.5,14.3,0.7,1.4,52.4,1.3,1.7,2.9,1.1,0.6,0.1,0.5,0.9,2.11,98.0,Forward-Center,0,1,1,0,0
703,Carsen Edwards,Purdue,33,BOS,37,9.5,3.3,1.1,3.5,32.8,0.6,2.1,31.6,0.4,0.5,68.4,0.2,1.1,1.3,0.6,0.4,0.3,0.1,0.9,1.8,91.0,Guard,0,0,0,1,0
704,Bruno Fernando,Maryland,34,ATL,56,12.7,4.3,1.8,3.6,51.8,0.1,0.7,13.5,0.5,0.9,56.9,1.2,2.3,3.5,0.9,0.8,0.3,0.3,1.9,2.06,109.0,Forward-Center,0,1,1,0,0
705,Didi Louzada,Sesi Franca (Brazil),35,NOP,3,18.8,2.7,1.0,4.3,23.1,0.7,2.7,25.0,0.0,0.0,0.0,0.3,0.7,1.0,1.0,1.0,0.7,0.0,1.7,1.96,85.0,Guard,0,0,0,1,0
706,Cody Martin,North Carolina State,36,CHA,48,18.8,5.0,1.9,4.3,43.0,0.4,1.6,23.4,0.9,1.4,64.6,0.8,2.5,3.3,2.0,0.9,0.8,0.2,1.6,1.98,93.0,Forward,0,0,1,0,0
707,Daniel Gafford,Arkansas,38,CHI,43,14.2,5.1,2.2,3.1,70.1,0.0,0.0,0.0,0.7,1.4,53.3,1.2,1.3,2.5,0.5,0.7,0.3,1.3,2.3,2.06,106.0,Forward-Center,0,1,1,0,0
708,Alen Smailagic,Santa Cruz (G League),39,GSW,14,9.9,4.2,1.4,2.9,50.0,0.2,0.9,23.1,1.1,1.4,84.2,0.7,1.2,1.9,0.9,0.8,0.2,0.3,1.0,2.08,98.0,Forward,0,0,1,0,0
709,Justin James,Wyoming,40,SAC,36,6.5,2.5,1.0,2.3,41.7,0.3,0.8,31.0,0.3,0.6,47.6,0.2,0.7,0.9,0.5,0.2,0.2,0.3,0.5,2.01,86.0,Guard-Forward,0,0,1,1,0
710,Eric Paschall,Villanova,41,GSW,60,27.6,14.0,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,1.4,3.2,4.6,2.1,1.6,0.5,0.2,2.1,1.98,116.0,Forward,0,0,1,0,0
711,Admiral Schofield,Tennessee,42,WAS,33,11.2,3.0,1.1,2.8,38.0,0.6,1.8,31.1,0.3,0.5,66.7,0.2,1.2,1.4,0.5,0.2,0.2,0.1,1.5,1.96,109.0,Forward,0,0,1,0,0
712,Jaylen Nowell,Washington,43,MIN,15,10.1,3.8,1.3,3.5,35.8,0.2,1.7,11.5,1.1,1.1,94.1,0.2,0.7,0.9,1.3,0.2,0.2,0.1,0.7,1.93,91.0,Guard,0,0,0,1,0
713,Bol Bol,Oregon,44,DEN,7,12.4,5.7,2.0,4.0,50.0,0.6,1.3,44.4,1.1,1.4,80.0,0.7,2.0,2.7,0.9,1.4,0.3,0.9,1.6,2.18,100.0,Center-Forward,0,1,1,0,0
714,Isaiah Roby,Nebraska,45,OKC,3,3.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.3,2.03,104.0,Forward,0,0,1,0,0
715,Talen Horton-Tucker,Iowa State,46,LAL,6,13.5,5.7,2.3,5.0,46.7,0.7,2.2,30.8,0.3,0.7,50.0,0.3,0.8,1.2,1.0,1.0,1.3,0.2,1.7,1.93,106.0,Guard,0,0,0,1,0
716,Ignas Brazdeikis,Michigan,47,NYK,9,5.9,1.9,0.7,2.4,27.3,0.1,1.0,11.1,0.4,0.6,80.0,0.2,0.3,0.6,0.4,0.2,0.0,0.1,0.3,1.98,100.0,Forward,0,0,1,0,0
717,Terance Mann,Florida State,48,LAC,41,8.8,2.4,0.9,1.9,46.8,0.2,0.5,35.0,0.4,0.7,66.7,0.2,1.1,1.3,1.3,0.4,0.3,0.1,1.1,1.96,98.0,Guard-Forward,0,0,1,1,0
718,Quinndary Weatherspoon,Mississippi State,49,SAS,11,7.1,1.1,0.5,1.5,29.4,0.1,0.5,20.0,0.1,0.2,50.0,0.1,0.5,0.6,1.0,0.5,0.3,0.1,0.7,1.91,93.0,Guard,0,0,0,1,0
719,Jarrell Brantley,College of Charleston,50,UTA,9,10.7,2.7,1.1,3.1,35.7,0.3,1.4,23.1,0.1,0.2,50.0,0.2,2.0,2.2,1.2,0.8,0.3,0.6,0.8,1.96,113.0,Forward,0,0,1,0,0
720,Tremont Waters,Louisiana State,51,BOS,11,10.8,3.6,1.3,4.5,28.6,0.4,2.2,16.7,0.7,0.7,100.0,0.0,1.1,1.1,1.5,1.4,0.9,0.2,1.2,1.78,79.0,Guard,0,0,0,1,0
721,Jalen McDaniels,San Diego,52,CHA,16,18.3,5.6,2.1,4.4,47.1,0.6,1.5,37.5,0.9,1.1,82.4,0.9,3.1,4.1,0.8,0.7,0.5,0.2,2.3,2.06,93.0,Forward-Center,0,1,1,0,0
722,Justin Wright-Foreman,Hofstra,53,UTA,4,11.3,4.8,1.8,5.0,35.0,0.5,2.5,20.0,0.8,1.0,75.0,0.0,1.3,1.3,1.8,0.8,0.5,0.0,1.3,1.83,86.0,Guard,0,0,0,1,0
723,Marial Shayok,Virginia,54,PHI,4,7.0,2.8,0.8,3.0,25.0,0.5,1.5,33.3,0.8,1.0,75.0,0.3,1.5,1.8,0.3,0.8,0.0,0.3,1.0,1.96,90.0,Guard-Forward,0,0,1,1,0
724,Dewan Hernandez,Miami (FL),59,TOR,6,4.7,2.3,0.8,2.3,35.7,0.2,0.3,50.0,0.5,0.8,60.0,0.8,1.5,2.3,0.5,0.5,0.2,0.0,1.0,2.08,107.0,Center-Forward,0,1,1,0,0
725,Anthony Edwards,Georgia,1,MIN,72,32.1,19.3,7.0,16.8,41.7,2.4,7.2,32.9,2.9,3.8,77.6,0.8,3.8,4.7,2.9,2.2,1.1,0.5,1.8,1.93,102.0,Guard,0,0,0,1,0
726,James Wiseman,Memphis,2,GSW,39,21.4,11.5,4.9,9.4,51.9,0.3,1.0,31.6,1.4,2.2,62.8,1.4,4.4,5.8,0.7,1.5,0.3,0.9,3.1,2.13,109.0,Center,0,1,0,0,0
727,LaMelo Ball,Illawarra (Australia),3,CHA,51,28.8,15.7,5.7,13.2,43.6,1.8,5.1,35.2,2.5,3.2,75.8,1.2,4.7,5.9,6.1,2.8,1.6,0.4,2.7,2.01,82.0,Guard,1,0,0,1,0
728,Patrick Williams,Florida State,4,CHI,71,27.9,9.2,3.6,7.4,48.3,0.8,1.9,39.1,1.3,1.8,72.8,0.9,3.7,4.6,1.4,1.4,0.9,0.6,1.8,2.01,98.0,Forward,0,0,1,0,0
729,Isaac Okoro,Auburn,5,CLE,67,32.4,9.6,3.5,8.3,42.0,0.9,3.2,29.0,1.7,2.3,72.6,1.0,2.1,3.1,1.9,1.3,0.9,0.4,2.8,1.96,102.0,Forward-Guard,0,0,1,1,0
730,Onyeka Okongwu,Southern California,6,ATL,50,12.0,4.6,1.9,3.0,64.4,0.0,0.1,0.0,0.7,1.1,63.2,1.2,2.0,3.3,0.4,0.6,0.5,0.7,2.0,2.03,109.0,Forward-Center,0,1,1,0,0
731,Killian Hayes,Ratiopharm Ulm (Germany),7,DET,26,25.8,6.8,2.7,7.7,35.3,0.8,2.8,27.8,0.5,0.7,82.4,0.2,2.4,2.7,5.3,3.2,1.0,0.4,2.2,1.96,88.0,Guard,0,0,0,1,0
732,Obi Toppin,Dayton,8,NYK,62,11.0,4.1,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,0.4,1.8,2.2,0.5,0.4,0.3,0.2,0.9,2.06,100.0,Forward,0,0,1,0,0
733,Deni Avdija,Maccabi Tel Aviv B.C. (Israel),9,WAS,54,23.3,6.3,2.4,5.8,41.7,1.0,3.1,31.5,0.5,0.8,64.4,0.4,4.4,4.9,1.2,0.6,0.6,0.3,2.6,2.06,95.0,Forward,0,0,1,0,0
734,Jalen Smith,Maryland,10,PHX,27,5.8,2.0,0.8,1.9,44.0,0.1,0.6,23.5,0.2,0.3,71.4,0.3,1.1,1.4,0.1,0.3,0.0,0.1,0.6,2.08,98.0,Forward-Center,0,1,1,0,0
735,Devin Vassell,Florida State,11,SAS,62,17.0,5.5,2.0,4.9,40.6,0.8,2.4,34.7,0.7,0.8,84.3,0.4,2.4,2.8,0.9,0.4,0.7,0.3,1.4,1.96,91.0,Guard-Forward,0,0,1,1,0
736,Tyrese Haliburton,Iowa State,12,SAC,58,30.1,13.0,5.0,10.7,47.2,2.1,5.1,40.9,0.8,1.0,85.7,0.7,2.3,3.0,5.3,1.6,1.3,0.5,1.4,1.96,84.0,Guard,0,0,0,1,0
737,Kira Lewis Jr.,Alabama,13,NOP,54,16.7,6.4,2.4,6.2,38.6,0.7,2.2,33.3,0.8,0.9,84.3,0.2,1.1,1.3,2.3,0.6,0.7,0.2,1.6,1.85,77.0,Guard,0,0,0,1,0
738,Aaron Nesmith,Vanderbilt,14,BOS,46,14.5,4.7,1.7,3.9,43.8,0.9,2.3,37.0,0.5,0.6,78.6,0.6,2.2,2.8,0.5,0.5,0.3,0.2,1.9,1.96,98.0,Guard-Forward,0,0,1,1,0
739,Cole Anthony,North Carolina,15,ORL,47,27.1,12.9,4.7,11.7,39.7,1.2,3.7,33.7,2.3,2.8,83.2,0.8,3.9,4.7,4.1,2.3,0.6,0.4,2.1,1.91,84.0,Guard,0,0,0,1,0
740,Isaiah Stewart,Washington,16,DET,68,21.4,7.9,3.3,6.0,55.3,0.3,0.9,33.3,0.9,1.4,69.6,2.3,4.3,6.7,0.9,1.0,0.6,1.3,2.7,2.03,113.0,Forward-Center,0,1,1,0,0
741,Alekesej Pokusevski,Olympiacos B.C. (Greece),17,OKC,45,24.2,8.2,3.1,9.1,34.1,1.3,4.6,28.0,0.7,0.9,73.8,0.7,4.0,4.7,2.2,2.2,0.4,0.9,1.3,2.13,86.0,Forward,0,0,1,0,0
742,Josh Green,Arizona,18,DAL,39,11.4,2.6,1.1,2.4,45.2,0.1,0.6,16.0,0.3,0.6,56.5,0.7,1.3,2.0,0.7,0.4,0.4,0.1,0.9,1.96,91.0,Guard,0,0,0,1,0
743,Saddiq Bey,Villanova,19,DET,70,27.3,12.2,4.0,9.9,40.4,2.5,6.6,38.0,1.8,2.1,84.4,0.6,3.9,4.5,1.4,0.9,0.7,0.2,1.6,2.01,98.0,Forward,0,0,1,0,0
744,Precious Achiuwa,Memphis,20,MIA,61,12.1,5.0,2.0,3.7,54.4,0.0,0.0,0.0,0.9,1.8,50.9,1.2,2.2,3.4,0.5,0.7,0.3,0.5,1.5,2.03,102.0,Forward,0,0,1,0,0
745,Tyrese Maxey,Kentucky,21,PHI,61,15.3,8.0,3.2,7.0,46.2,0.5,1.7,30.1,1.0,1.1,87.1,0.2,1.5,1.7,2.0,0.7,0.4,0.2,1.3,1.88,91.0,Guard,0,0,0,1,0
746,Zeke Nnaji,Arizona,22,DEN,42,9.5,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80.0,0.3,1.2,1.5,0.2,0.2,0.2,0.1,0.7,2.06,109.0,Forward-Center,0,1,1,0,0
747,Leandro Bolmaro,FC Barcelona Basquet (Spain),23,MIN,35,6.9,1.4,0.5,1.5,31.5,0.1,0.5,27.8,0.3,0.4,84.6,0.5,0.8,1.2,0.6,0.4,0.2,0.0,0.7,1.98,91.0,Forward,0,0,1,0,0
748,R.J. Hampton,Breakers (New Zealand),24,DEN,25,9.3,2.6,1.0,2.4,41.7,0.2,0.7,27.8,0.4,0.5,75.0,0.4,1.6,2.0,0.6,0.4,0.2,0.1,0.9,1.93,79.0,Guard,0,0,0,1,0
749,Immanuel Quickley,Kentucky,25,NYK,64,19.4,11.4,3.6,9.1,39.5,1.8,4.7,38.9,2.4,2.7,89.1,0.4,1.8,2.1,2.0,0.9,0.5,0.2,1.8,1.91,86.0,Guard,0,0,0,1,0
750,Payton Pritchard,Oregon,26,BOS,66,19.2,7.7,2.8,6.3,44.0,1.5,3.8,41.1,0.6,0.7,88.9,0.5,1.9,2.4,1.8,0.8,0.6,0.1,1.6,1.85,88.0,Guard,0,0,0,1,0
751,Udoka Azubuike,Kansas,27,UTA,15,3.8,1.1,0.3,0.6,44.4,0.0,0.0,0.0,0.5,0.7,80.0,0.3,0.6,0.9,0.0,0.2,0.1,0.3,0.6,2.13,122.0,Center-Forward,0,1,1,0,0
752,Jaden McDaniels,Washington,28,MIN,63,24.0,6.8,2.6,5.8,44.7,1.1,3.1,36.4,0.4,0.7,60.0,0.8,2.9,3.7,1.1,0.7,0.6,1.0,2.7,2.06,84.0,Forward,0,0,1,0,0
753,Malachi Flynn,San Diego State,29,TOR,47,19.7,7.5,2.7,7.2,37.4,1.1,3.6,32.1,1.0,1.2,80.4,0.2,2.3,2.5,2.9,0.9,0.8,0.1,1.4,1.85,79.0,Guard,0,0,0,1,0
754,Desmond Bane,Texas Christian,30,MEM,68,22.3,9.2,3.4,7.3,46.9,1.7,4.0,43.2,0.6,0.7,81.6,0.5,2.6,3.1,1.7,0.9,0.6,0.2,1.8,1.96,98.0,Guard,0,0,0,1,0
755,Tyrell Terry,Stanford,31,DAL,11,5.1,1.0,0.5,1.5,31.3,0.0,0.6,0.0,0.1,0.3,33.3,0.0,0.5,0.5,0.5,0.2,0.5,0.0,0.2,1.88,73.0,Guard,0,0,0,1,0
756,Vernon Carey Jr.,Duke,32,CHA,19,6.0,2.4,0.9,1.9,50.0,0.1,0.4,14.3,0.5,0.6,81.8,0.3,1.1,1.4,0.1,0.3,0.1,0.3,0.7,2.06,122.0,Forward-Center,0,1,1,0,0
757,Theo Maledon,ASVEL Basket (France),34,OKC,65,27.3,10.1,3.5,9.4,36.8,1.6,4.8,33.5,1.6,2.1,74.8,0.4,2.9,3.2,3.5,2.2,0.9,0.2,1.9,1.93,79.0,Guard,0,0,0,1,0
758,Xavier Tillman Sr.,Michigan State,35,MEM,59,18.4,6.6,2.8,5.1,55.9,0.4,1.1,33.8,0.6,0.9,64.2,1.3,3.1,4.3,1.3,0.8,0.7,0.6,2.0,2.03,111.0,Forward,0,0,1,0,0
759,Tyler Bey,Colorado,36,DAL,18,3.9,1.0,0.4,1.2,31.8,0.1,0.2,25.0,0.2,0.3,60.0,0.4,0.6,1.1,0.2,0.2,0.0,0.1,0.3,2.01,98.0,Forward,0,0,1,0,0
760,Vit Krejci,Basket Zaragoza 2002 (Spain),37,OKC,30,23.0,6.2,2.3,5.6,40.7,1.1,3.3,32.7,0.6,0.7,86.4,0.6,2.8,3.4,1.9,1.0,0.6,0.3,2.2,2.03,88.0,Guard,0,0,0,1,0
761,Saben Lee,Vanderbilt,38,DET,48,16.3,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,0.4,1.6,2.0,3.6,1.1,0.7,0.3,1.6,1.88,83.0,Guard,0,0,0,1,0
762,Elijah Hughes,Syracuse,39,UTA,18,3.5,1.7,0.6,1.7,33.3,0.4,1.3,34.8,0.2,0.2,75.0,0.1,0.4,0.5,0.3,0.3,0.1,0.1,0.1,1.96,98.0,Guard,0,0,0,1,0
763,Robert Woodard II,Mississippi State,40,SAC,13,3.5,1.5,0.6,1.5,40.0,0.1,0.5,16.7,0.2,0.6,37.5,0.3,0.9,1.2,0.2,0.1,0.0,0.2,0.3,1.98,107.0,Forward,0,0,1,0,0
764,Tre Jones,Duke,41,SAS,37,7.3,2.5,1.0,2.1,47.4,0.1,0.1,60.0,0.5,0.5,89.5,0.2,0.4,0.6,1.1,0.4,0.2,0.0,0.4,1.85,84.0,Guard,0,0,0,1,0
765,Nick Richards,Kentucky,42,CHA,18,3.5,0.8,0.2,0.5,44.4,0.0,0.1,0.0,0.4,0.6,63.6,0.2,0.4,0.6,0.1,0.2,0.0,0.0,0.4,2.13,111.0,Center,0,1,0,0,0
766,Marko Simonovic,KK Mega Leks (Serbia),44,CHI,9,3.9,1.9,0.4,1.7,26.7,0.1,0.6,20.0,0.9,1.2,72.7,0.6,0.6,1.1,0.0,0.2,0.1,0.1,0.7,2.11,100.0,Center,0,1,0,0,0
767,Jordan Nwora,Louisville,45,MIL,30,9.1,5.7,2.1,4.5,45.9,0.9,2.1,45.2,0.6,0.8,76.0,0.3,1.7,2.0,0.2,0.8,0.6,0.3,0.7,2.03,102.0,Forward,0,0,1,0,0
768,CJ Elleby,Washington State,46,POR,30,6.4,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,0.4,0.7,1.1,0.3,0.2,0.2,0.1,0.9,1.98,91.0,Forward-Guard,0,0,1,1,0
769,Nico Mannion,Arizona,48,GSW,30,12.1,4.1,1.3,3.8,34.2,0.7,2.0,36.7,0.8,0.9,82.1,0.2,1.3,1.5,2.3,1.0,0.5,0.0,1.0,1.88,86.0,Guard,0,0,0,1,0
770,Isaiah Joe,Arkansas,49,PHI,41,9.3,3.7,1.2,3.2,36.1,1.0,2.6,36.8,0.4,0.6,75.0,0.1,0.7,0.9,0.5,0.3,0.3,0.1,0.8,1.93,75.0,Guard,0,0,0,1,0
771,Skylar Mays,Louisiana State,50,ATL,33,8.2,3.8,1.3,3.0,44.9,0.4,1.2,35.0,0.7,0.8,88.0,0.3,0.8,1.1,0.9,0.3,0.4,0.1,0.5,1.93,93.0,Guard,0,0,0,1,0
772,Kenyon Martin Jr.,IMG Academy,52,HOU,45,23.7,9.3,3.6,7.1,50.9,0.8,2.1,36.5,1.3,1.9,71.4,1.6,3.8,5.4,1.1,0.8,0.7,0.9,2.0,1.96,98.0,Forward,0,0,1,0,0
773,Cassius Winston,Michigan State,53,WAS,22,4.5,1.9,0.6,1.5,42.4,0.4,0.8,47.1,0.2,0.3,83.3,0.0,0.4,0.4,0.5,0.2,0.1,0.0,0.4,1.85,84.0,Guard,0,0,0,1,0
774,Cassius Stanley,Duke,54,IND,24,3.9,1.5,0.5,1.8,30.2,0.1,0.5,23.1,0.3,0.4,77.8,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.6,1.96,86.0,Guard,0,0,0,1,0
775,Jay Scrubb,John A. Logan,55,LAC,4,21.0,8.8,3.5,9.0,38.9,0.5,2.3,22.2,1.3,1.3,100.0,0.5,3.0,3.5,0.3,1.8,1.0,0.0,1.3,1.96,100.0,Guard,0,0,0,1,0
776,Grant Riller,College of Charleston,56,CHA,7,3.9,2.6,1.1,1.7,66.7,0.3,0.6,50.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.1,0.0,0.0,1.88,86.0,Guard,0,0,0,1,0
777,Paul Reed,DePaul,58,PHI,26,6.8,3.4,1.6,3.0,53.8,0.0,0.2,0.0,0.2,0.3,50.0,1.2,1.2,2.3,0.5,0.5,0.4,0.5,1.1,2.06,95.0,Forward,0,0,1,0,0
778,Cade Cunningham,Oklahoma State,1,DET,64,32.6,17.4,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,0.9,4.6,5.5,5.6,3.7,1.2,0.7,3.1,1.98,100.0,Guard,0,0,0,1,0
779,Jalen Green,Ignite (G League),2,HOU,67,31.9,17.3,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,0.5,2.9,3.4,2.6,2.0,0.7,0.3,1.5,1.93,84.0,Guard,0,0,0,1,0
780,Evan Mobley,Southern California,3,CLE,69,33.8,15.0,6.1,12.0,50.8,0.3,1.3,25.0,2.4,3.7,66.3,2.1,6.2,8.3,2.5,1.9,0.8,1.7,2.1,2.11,98.0,Center,0,1,0,0,0
781,Scottie Barnes,Florida State,4,TOR,74,35.4,15.3,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,2.6,4.9,7.5,3.5,1.8,1.1,0.7,2.6,2.01,102.0,Forward,1,0,1,0,0
782,Jalen Suggs,Gonzaga,5,ORL,48,27.2,11.8,4.1,11.4,36.1,0.9,4.1,21.4,2.6,3.4,77.3,0.5,3.0,3.6,4.4,3.0,1.2,0.4,3.0,1.96,93.0,Guard,0,0,0,1,0
783,Josh Giddey,NBA Global Academy (Australia),6,OKC,54,31.5,12.5,5.2,12.4,41.9,1.0,3.9,26.3,1.0,1.5,70.9,1.8,6.0,7.8,6.4,3.2,0.9,0.4,1.6,2.03,93.0,Guard,0,0,0,1,0
