,PLAYER,ROOKIE,ROTY,FTM,AST,STL,OREB,GP,BLK,PF,ThreePA,FTPercent,ThreePPercent,GUARD,FORWARD,WEIGHT,HEIGHT,CENTER,YEAR,OVERALL PICK,FTRate,TSPercent
536,Myles Turner,0,0,1.5,0.7,0.4,1.1,60.0,1.4,2.6,0.2,72.7,21.4,0,1,113.0,2.11,1,2015,11,0.22727272727272727,0.5282051282051282
537,Trey Lyles,0,0,0.7,0.7,0.3,0.7,80.0,0.2,1.4,1.6,69.5,38.3,0,1,106.0,2.06,0,2015,12,0.18181818181818182,0.5104602510460251
538,Devin Booker,0,0,2.8,2.6,0.6,0.4,76.0,0.3,3.0,3.8,84.0,34.3,1,0,93.0,1.96,0,2015,13,0.2982456140350877,0.530157510564733
539,Cameron Payne,0,0,0.3,1.9,0.6,0.2,57.0,0.1,1.4,1.9,79.2,32.4,1,0,83.0,1.85,0,2015,14,0.08163265306122448,0.49115913555992136
540,Kelly Oubre Jr.,0,0,0.5,0.2,0.3,0.4,63.0,0.1,1.6,1.3,63.3,31.6,1,1,92.0,1.98,0,2015,15,0.24242424242424246,0.5027173913043479
541,Terry Rozier,0,0,0.2,0.9,0.2,0.6,39.0,0.0,0.6,0.7,80.0,22.2,1,0,86.0,1.85,0,2015,16,0.1111111111111111,0.31662269129287596
542,Jerian Grant,0,0,1.3,2.3,0.7,0.3,76.0,0.1,1.3,1.3,78.0,22.0,1,0,90.0,1.93,0,2015,19,0.3137254901960785,0.4778156996587031
543,Delon Wright,0,0,1.0,1.1,0.3,0.3,27.0,0.1,0.3,0.5,74.3,38.5,1,0,84.0,1.96,0,2015,20,0.43333333333333335,0.525224602626123
544,Bobby Portis,0,0,0.8,0.8,0.4,2.0,62.0,0.4,1.6,0.8,72.7,30.8,0,1,113.0,2.08,0,2015,22,0.15714285714285717,0.4652708541043536
545,Rondae Hollis-Jefferson,0,0,1.3,1.5,1.3,1.3,29.0,0.6,2.1,0.5,71.2,28.6,0,1,98.0,1.98,0,2015,23,0.375,0.5128205128205129
546,Tyus Jones,0,0,0.8,2.9,0.8,0.2,37.0,0.1,0.9,1.4,71.8,30.2,1,0,89.0,1.83,0,2015,24,0.2619047619047619,0.4446797247220752
547,Jarell Martin,0,0,1.7,0.6,0.3,1.4,27.0,0.3,2.1,0.1,72.6,0.0,0,1,108.0,2.08,0,2015,25,0.5348837209302325,0.5285118219749653
548,Larry Nance Jr.,0,0,0.5,0.7,0.9,1.6,63.0,0.4,2.0,0.2,68.1,10.0,0,1,111.0,2.01,1,2015,27,0.14583333333333334,0.5358012664393571
549,RJ Hunter,0,0,0.2,0.4,0.4,0.1,36.0,0.1,0.8,1.8,85.7,30.2,1,0,84.0,1.96,0,2015,28,0.07407407407407407,0.4830053667262969
550,Chris McCullough,0,0,0.5,0.4,1.2,1.0,24.0,0.5,1.6,1.4,47.8,38.2,0,1,98.0,2.06,0,2015,29,0.2222222222222222,0.4723618090452262
551,Kevon Looney,0,0,0.0,0.0,0.0,0.8,5.0,0.0,0.4,0.4,0.0,50.0,0,1,101.0,2.06,0,2015,30,0.0,0.6428571428571429
552,Cedi Osman,0,0,0.4,0.7,0.4,0.3,61.0,0.0,1.3,1.4,56.5,36.8,0,1,104.0,2.01,0,2017,31,0.26666666666666666,0.576923076923077
553,Montrezl Harrell,0,0,0.6,0.4,0.3,0.6,39.0,0.3,1.2,0.0,52.2,0.0,0,1,109.0,2.01,1,2015,32,0.5217391304347826,0.6271777003484321
554,Jordan Mickey,0,0,0.3,0.1,0.0,0.4,16.0,0.7,0.3,0.0,50.0,0.0,0,1,107.0,2.03,1,2015,33,0.4285714285714286,0.38575667655786355
555,Anthony Brown,0,0,0.6,0.7,0.5,0.3,29.0,0.2,1.2,2.4,85.0,28.6,1,1,102.0,2.01,0,2015,34,0.1627906976744186,0.43173232595790617
556,Willy Hernangomez,0,0,1.3,1.3,0.6,2.4,72.0,0.5,2.1,0.2,72.8,26.7,0,1,113.0,2.11,1,2016,35,0.26153846153846155,0.5610673965104345
557,Rakeem Christmas,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,113.0,2.06,0,2015,36,0.0,1.0
558,Richaun Holmes,0,0,1.0,0.6,0.4,1.2,51.0,0.8,1.8,0.9,68.9,18.2,0,1,107.0,2.08,0,2015,37,0.3409090909090909,0.5476772616136918
559,Darrun Hilliard,0,0,0.8,0.7,0.2,0.1,38.0,0.0,0.7,1.3,72.5,38.0,1,0,100.0,1.98,0,2015,38,0.3235294117647059,0.5098789037603569
560,Josh Richardson,0,0,0.8,1.4,0.7,0.4,52.0,0.5,2.1,2.2,66.7,46.1,1,0,91.0,1.96,0,2015,40,0.23076923076923075,0.5719237435008665
561,Pat Connaughton,0,0,0.1,0.3,0.1,0.3,34.0,0.0,0.2,0.6,100.0,23.8,1,0,95.0,1.96,0,2015,41,0.07142857142857144,0.379965457685665
562,Joe Young,0,0,0.5,1.6,0.4,0.1,41.0,0.0,0.7,1.1,80.0,21.7,1,0,84.0,1.88,0,2015,43,0.14634146341463417,0.43329532497149376
563,Norman Powell,0,0,0.9,1.0,0.6,0.3,49.0,0.2,1.2,1.8,81.1,40.4,1,0,98.0,1.91,0,2015,46,0.23404255319148937,0.5361416945907133
564,Dakari Johnson,0,0,0.4,0.3,0.2,0.5,31.0,0.3,0.9,0.0,55.0,0.0,0,0,116.0,2.13,1,2017,48,0.4615384615384615,0.5678233438485805
565,Branden Dawson,0,0,0.2,0.0,0.0,0.3,6.0,0.2,0.3,0.0,100.0,0.0,0,1,102.0,1.98,0,2015,56,0.25,0.446927374301676
566,Ben Simmons,0,1,2.4,8.2,1.7,1.8,81.0,0.9,2.6,0.1,56.0,0.0,1,1,109.0,2.11,0,2017,1,0.3414634146341463,0.5526407834907311
567,Brandon Ingram,0,0,1.7,2.1,0.6,0.8,79.0,0.5,2.0,2.4,62.1,29.4,0,1,86.0,2.03,0,2016,2,0.31034482758620696,0.4708239418983221
568,Jaylen Brown,0,0,1.1,0.8,0.4,0.6,78.0,0.2,1.8,1.7,68.5,34.3,1,1,101.0,1.98,0,2016,3,0.2962962962962963,0.5357142857142857
569,Buddy Hield,0,0,0.5,1.4,0.3,0.3,57.0,0.1,1.4,4.2,87.9,36.9,1,0,100.0,1.93,0,2016,6,0.07228915662650602,0.500873616773442
570,Jamal Murray,0,0,1.3,2.1,0.6,0.5,82.0,0.3,1.5,4.2,88.3,33.4,1,0,98.0,1.91,0,2016,7,0.16853932584269662,0.5149544863459038
571,Marquese Chriss,0,0,1.4,0.7,0.8,1.2,82.0,0.9,3.2,2.7,62.4,32.1,0,1,109.0,2.06,0,2016,8,0.28571428571428575,0.5260148656375071
572,Jakob Poeltl,0,0,0.6,0.2,0.3,1.4,54.0,0.4,2.1,0.0,54.4,0.0,0,0,111.0,2.16,1,2016,9,0.5238095238095238,0.5910390848427074
573,Domantas Sabonis,0,0,0.5,1.0,0.5,0.6,81.0,0.4,2.5,2.0,65.7,32.1,0,1,109.0,2.11,1,2016,11,0.13559322033898305,0.4697452229299363
574,Taurean Prince,0,0,1.3,0.9,0.7,0.4,59.0,0.5,1.6,1.7,78.7,32.4,0,1,99.0,1.98,0,2016,12,0.33333333333333337,0.512589928057554
575,Georgios Papagiannis,0,0,0.5,0.9,0.1,1.1,22.0,0.8,2.0,0.1,85.7,0.0,0,0,109.0,2.16,1,2016,13,0.13043478260869565,0.5731832139201638
576,Juancho Hernangomez,0,0,0.9,0.5,0.5,0.7,62.0,0.2,1.0,1.8,75.0,40.7,0,1,97.0,2.06,0,2016,15,0.3333333333333333,0.5875299760191847
577,Guerschon Yabusele,0,0,0.5,0.5,0.1,0.5,33.0,0.2,0.7,1.1,68.2,32.4,0,1,118.0,2.03,0,2017,16,0.38888888888888884,0.5627198124267292
578,Malik Beasley,0,0,0.4,0.5,0.3,0.2,22.0,0.0,0.5,1.3,80.0,32.1,1,0,85.0,1.93,0,2016,19,0.15151515151515152,0.5371024734982333
579,Caris LeVert,0,0,1.2,1.9,0.9,0.4,57.0,0.1,1.6,3.2,72.0,32.1,1,0,93.0,1.98,0,2016,20,0.23880597014925373,0.549597855227882
580,Ante Zizic,0,0,0.7,0.2,0.1,0.8,32.0,0.4,0.9,0.0,72.4,0.0,0,0,121.0,2.08,1,2017,23,0.42857142857142855,0.7319485657764591
581,Timothe Luwawu-Cabarrot,0,0,1.5,1.1,0.5,0.4,69.0,0.1,2.2,2.3,85.4,31.1,1,1,98.0,2.01,0,2016,24,0.34615384615384615,0.5284888521882742
582,Furkan Korkmaz,0,0,0.1,0.3,0.1,0.1,14.0,0.1,0.9,1.2,50.0,29.4,1,1,92.0,2.01,0,2017,26,0.15,0.3733955659276546
583,Pascal Siakam,0,0,0.4,0.3,0.5,1.2,55.0,0.8,2.0,0.1,68.8,14.3,0,1,104.0,2.03,0,2016,27,0.16216216216216214,0.5269761606022585
584,Skal Labissiere,0,0,1.6,0.8,0.5,1.5,33.0,0.4,1.9,0.2,70.3,37.5,0,1,107.0,2.08,1,2016,28,0.33333333333333337,0.5755395683453238
585,Dejounte Murray,0,0,0.6,1.3,0.2,0.2,38.0,0.2,0.8,0.6,70.0,39.1,1,0,82.0,1.93,0,2016,29,0.25806451612903225,0.4885057471264368
586,Damian Jones,0,0,0.3,0.0,0.1,0.9,10.0,0.4,1.5,0.0,30.0,0.0,0,0,111.0,2.11,1,2016,30,0.625,0.45783132530120474
587,Ivica Zubac,0,0,0.8,0.8,0.4,1.1,38.0,0.9,1.7,0.1,65.3,0.0,0,0,109.0,2.13,1,2016,32,0.20634920634920637,0.5421033610408384
588,Malcolm Brogdon,0,1,1.5,4.2,1.1,0.6,75.0,0.2,1.9,2.6,86.5,40.4,1,0,104.0,1.96,0,2016,36,0.19999999999999998,0.547945205479452
589,Chinanu Onuaku,0,0,0.8,0.6,0.6,0.4,5.0,0.2,1.2,0.0,100.0,0.0,0,0,111.0,2.08,1,2016,37,0.5714285714285715,0.7865168539325843
590,Diamond Stone,0,0,0.6,0.0,0.0,0.1,7.0,0.1,0.7,0.0,100.0,0.0,0,0,116.0,2.11,1,2016,40,0.3157894736842105,0.3203661327231121
591,Stephen Zimmerman,0,0,0.2,0.2,0.1,0.6,19.0,0.3,0.9,0.0,60.0,0.0,0,0,109.0,2.13,1,2016,41,0.18749999999999997,0.3443328550932568
592,Isaiah Whitehead,0,0,1.2,2.6,0.6,0.4,73.0,0.5,2.4,2.0,80.5,29.5,1,0,97.0,1.93,0,2016,42,0.21428571428571427,0.47974068071312803
593,AJ Hammons,0,0,0.4,0.2,0.0,0.4,22.0,0.6,1.0,0.5,45.0,50.0,0,0,118.0,2.13,1,2016,46,0.4736842105263158,0.47261009667024717
594,Jake Layman,0,0,0.4,0.3,0.3,0.2,35.0,0.1,0.6,1.5,76.5,25.5,0,1,95.0,2.03,0,2016,47,0.2,0.4018264840182649
595,Paul Zipser,0,0,0.7,0.8,0.3,0.3,44.0,0.4,1.8,2.3,77.5,33.3,0,1,103.0,2.03,0,2016,48,0.18,0.5066789497927222
596,Michael Gbinije,0,0,0.2,0.2,0.0,0.2,9.0,0.0,0.2,0.4,100.0,0.0,1,1,91.0,2.01,0,2016,49,0.18181818181818182,0.16736401673640167
597,Georges Niang,0,0,0.1,0.2,0.1,0.1,23.0,0.0,0.3,0.5,100.0,8.3,0,1,104.0,2.01,0,2016,50,0.0625,0.2731411229135053
598,Kay Felder,0,0,0.8,1.4,0.4,0.1,42.0,0.2,0.9,0.5,71.4,31.8,1,0,80.0,1.75,0,2016,54,0.3157894736842105,0.45766590389016015
599,Marcus Paige,0,0,0.4,0.6,0.0,0.0,5.0,0.0,0.0,1.6,100.0,25.0,1,0,74.0,1.83,0,2017,55,0.14285714285714288,0.4013377926421405
600,Markelle Fultz,0,0,0.7,3.8,0.9,0.8,14.0,0.3,1.6,0.1,47.6,0.0,1,0,95.0,1.93,0,2017,1,0.18987341772151897,0.4121915820029027
601,Lonzo Ball,0,0,0.6,7.2,1.7,1.3,52.0,0.8,2.3,5.7,45.1,30.5,1,0,86.0,1.98,0,2017,2,0.12962962962962962,0.44483209768861753
602,Jayson Tatum,0,0,2.7,1.6,1.0,0.6,80.0,0.7,2.1,3.0,82.6,43.4,1,1,95.0,2.03,0,2017,3,0.3076923076923077,0.5830536912751678
603,Josh Jackson,0,0,2.3,1.5,1.0,1.2,77.0,0.5,2.8,2.8,63.4,26.3,1,1,94.0,2.03,0,2017,4,0.2975206611570248,0.47429398986241855
604,De'Aaron Fox,0,0,1.9,4.4,1.0,0.5,73.0,0.3,2.2,2.1,72.3,30.7,1,0,84.0,1.91,0,2017,5,0.24770642201834864,0.4760927560024625
605,Jonathan Isaac,0,0,0.7,0.7,1.2,0.6,27.0,1.1,1.8,1.7,76.0,34.8,0,1,104.0,2.08,0,2017,6,0.16666666666666666,0.4633204633204633
606,Lauri Markkanen,0,0,2.1,1.2,0.6,1.2,68.0,0.6,1.5,5.9,84.3,36.2,0,1,109.0,2.11,1,2017,7,0.1889763779527559,0.5491329479768786
607,Frank Ntilikina,0,0,0.6,3.2,0.8,0.5,78.0,0.2,2.3,2.0,72.1,31.8,1,0,91.0,1.93,0,2017,8,0.140625,0.43207616257781034
608,Zach Collins,0,0,0.4,0.8,0.3,0.7,66.0,0.5,2.0,1.7,64.3,31.0,0,1,113.0,2.11,1,2017,10,0.13636363636363635,0.4695837780149413
609,Malik Monk,0,0,0.5,1.4,0.3,0.1,63.0,0.1,1.0,3.9,84.2,34.2,1,0,91.0,1.91,0,2017,11,0.08955223880597014,0.47959914101646384
610,Luke Kennard,0,0,0.9,1.7,0.6,0.3,73.0,0.2,1.2,2.7,85.5,41.5,1,0,93.0,1.96,0,2017,12,0.15625,0.5527272727272727
611,Donovan Mitchell,0,0,3.0,3.7,1.5,0.7,79.0,0.3,2.7,7.0,80.5,34.0,1,0,98.0,1.85,0,2017,13,0.22093023255813954,0.5393317548013681
612,Bam Adebayo,0,0,1.9,1.5,0.5,1.7,69.0,0.6,2.0,0.1,72.1,0.0,0,1,116.0,2.06,1,2017,14,0.5306122448979592,0.5623471882640587
613,D.J. Wilson,0,0,0.0,0.1,0.1,0.1,22.0,0.0,0.3,0.2,50.0,40.0,0,1,105.0,2.08,0,2017,17,0.14285714285714288,0.6688963210702341
614,T.J. Leaf,0,0,0.2,0.2,0.1,0.5,53.0,0.1,0.8,0.8,62.5,42.9,0,1,101.0,2.08,0,2017,18,0.11538461538461538,0.5287146763901549
615,John Collins,0,0,1.8,1.3,0.6,2.4,74.0,1.1,2.9,0.6,71.5,34.0,0,1,103.0,2.06,1,2017,19,0.33783783783783783,0.611353711790393
616,Harry Giles III,0,0,1.0,1.5,0.5,1.1,58.0,0.4,2.6,0.1,63.7,0.0,0,1,109.0,2.11,1,2018,20,0.26666666666666666,0.5177514792899408
617,Jarrett Allen,0,0,1.6,0.7,0.4,2.0,72.0,1.2,2.0,0.2,77.6,33.3,0,0,110.0,2.08,1,2017,22,0.36363636363636365,0.6356589147286821
618,OG Anunoby,0,0,0.5,0.7,0.7,0.6,74.0,0.2,1.8,2.7,62.9,37.1,0,1,105.0,2.01,0,2017,23,0.1702127659574468,0.5807086614173229
619,Tyler Lydon,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,102.0,2.08,0,2017,24,0.0,0.0
620,Caleb Swanigan,0,0,0.4,0.5,0.2,0.6,27.0,0.1,1.4,0.3,66.7,12.5,0,1,118.0,2.06,0,2017,26,0.3181818181818181,0.45409674234945696
621,Kyle Kuzma,0,0,1.9,1.8,0.6,1.1,77.0,0.4,2.1,5.6,70.7,36.6,0,1,100.0,2.06,0,2017,27,0.2,0.5445628276678505
622,Tony Bradley,0,0,0.2,0.1,0.0,0.4,9.0,0.0,0.1,0.1,100.0,0.0,0,1,112.0,2.08,1,2017,28,0.16666666666666669,0.3474903474903475
623,Derrick White,0,0,0.8,0.5,0.2,0.3,17.0,0.2,0.5,0.8,70.0,61.5,1,0,86.0,1.93,0,2017,29,0.631578947368421,0.6477732793522268
624,Josh Hart,0,0,1.0,1.3,0.7,0.7,63.0,0.3,1.7,3.1,70.2,39.6,1,0,98.0,1.96,0,2017,30,0.25,0.5884543761638734
625,Frank Jackson,0,0,0.9,1.1,0.4,0.4,61.0,0.0,1.5,2.8,74.0,31.4,1,0,93.0,1.91,0,2018,31,0.1643835616438356,0.5146124523506989
626,Davon Reed,0,0,0.4,0.6,0.5,0.1,21.0,0.1,0.8,1.8,66.7,28.9,1,0,93.0,1.96,0,2017,32,0.16666666666666666,0.38610038610038605
627,Ivan Rabb,0,0,0.8,0.9,0.3,1.5,36.0,0.4,1.5,0.0,80.6,0.0,0,1,100.0,2.08,0,2017,35,0.23809523809523808,0.5989304812834224
628,Semi Ojeleye,0,0,0.3,0.3,0.3,0.5,73.0,0.1,1.2,1.7,61.0,32.0,0,1,109.0,1.98,0,2017,37,0.23076923076923075,0.4679376083188908
629,Jawun Evans,0,0,0.8,2.1,0.8,0.2,48.0,0.1,2.0,1.1,77.6,27.8,1,0,86.0,1.83,0,2017,39,0.18867924528301888,0.4155844155844156
630,Dwayne Bacon,0,0,0.4,0.7,0.3,0.1,53.0,0.0,0.9,0.8,80.0,25.6,1,1,100.0,1.98,0,2017,40,0.1388888888888889,0.4299674267100977
631,Tyler Dorsey,0,0,0.8,1.4,0.3,0.3,56.0,0.1,1.1,3.6,71.4,36.2,1,0,82.0,1.93,0,2017,41,0.16176470588235295,0.4916353704335951
632,Thomas Bryant,0,0,0.3,0.4,0.1,0.2,15.0,0.1,0.4,0.7,55.6,10.0,0,1,112.0,2.08,1,2017,42,0.4285714285714286,0.4451038575667656
633,Isaiah Hartenstein,0,0,0.4,0.5,0.3,0.8,28.0,0.4,2.0,0.2,78.6,33.3,0,1,113.0,2.13,1,2018,43,0.3333333333333333,0.5467625899280575
634,Dillon Brooks,0,0,1.5,1.6,0.9,0.6,82.0,0.2,2.8,3.2,74.7,35.6,1,1,102.0,2.01,0,2017,45,0.2127659574468085,0.5314009661835749
635,Sterling Brown,0,0,0.4,0.5,0.6,0.5,54.0,0.2,1.5,1.7,87.5,35.2,1,1,99.0,1.96,0,2017,46,0.10526315789473685,0.5012531328320803
636,Sindarius Thornwell,0,0,0.8,0.9,0.7,0.5,73.0,0.3,1.7,0.8,67.0,37.7,1,0,98.0,1.93,0,2017,48,0.37499999999999994,0.5172413793103449
637,Vlatko Cancar,0,0,0.3,0.2,0.1,0.4,14.0,0.1,0.5,0.4,100.0,16.7,0,1,107.0,2.03,0,2019,49,0.2727272727272727,0.48289738430583495
638,Monte Morris,0,0,0.7,2.3,1.0,0.0,3.0,0.0,0.3,0.3,100.0,0.0,1,0,83.0,1.88,0,2017,51,0.35,0.7073954983922829
639,Edmond Sumner,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,89.0,1.93,0,2017,52,0.0,1.0
640,Alec Peters,0,0,0.4,0.6,0.1,0.4,20.0,0.1,0.7,2.9,80.0,31.0,0,1,107.0,2.06,0,2017,54,0.13513513513513511,0.5206349206349206
641,Nigel Williams-Goss,0,0,0.2,0.6,0.3,0.2,10.0,0.1,0.6,0.7,100.0,28.6,1,0,86.0,1.88,0,2019,55,0.125,0.4129793510324483
642,Jabari Bird,0,0,0.5,0.6,0.2,0.5,13.0,0.1,0.5,0.5,46.2,42.9,1,0,90.0,1.98,0,2017,56,0.5,0.6060606060606061
643,Jaron Blossomgame,0,0,0.4,0.5,0.3,1.0,27.0,0.3,0.7,1.4,76.9,25.6,0,1,100.0,2.03,0,2018,59,0.12820512820512822,0.5075528700906344
644,Deandre Ayton,0,0,2.0,1.8,0.9,3.1,71.0,0.9,2.9,0.1,74.6,0.0,0,0,113.0,2.11,1,2018,1,0.21951219512195122,0.6000368120743603
645,Marvin Bagley III,0,0,2.9,1.0,0.5,2.6,62.0,1.0,1.9,1.5,69.1,31.3,0,1,107.0,2.11,0,2018,2,0.3684210526315789,0.5561776782381486
646,Luka Doncic,0,1,4.8,6.0,1.1,1.2,72.0,0.3,1.9,7.1,71.3,32.7,1,1,104.0,2.01,0,2018,3,0.40606060606060607,0.5385494728820017
647,Jaren Jackson Jr.,0,0,2.6,1.1,0.9,1.3,58.0,1.4,3.8,2.4,76.6,35.9,0,1,110.0,2.11,1,2018,4,0.33333333333333337,0.5840033855268727
648,Trae Young,0,0,4.2,8.1,0.9,0.8,81.0,0.2,1.7,6.0,82.9,32.4,1,0,74.0,1.85,0,2018,5,0.3290322580645161,0.532849769842377
649,Mo Bamba,0,0,0.8,0.8,0.3,1.4,47.0,1.4,2.2,1.5,58.7,30.0,0,0,105.0,2.13,1,2018,6,0.25,0.5328749462827675
650,Wendell Carter Jr.,0,0,2.0,1.8,0.6,2.0,44.0,1.3,3.5,0.7,79.5,18.8,0,1,122.0,2.08,1,2018,7,0.2976190476190476,0.5371577574967406
651,Collin Sexton,0,0,2.6,3.0,0.5,0.7,82.0,0.1,2.3,3.6,83.9,40.2,1,0,86.0,1.85,0,2018,8,0.2108843537414966,0.5163085484618952
652,Kevin Knox II,0,0,2.2,1.1,0.6,0.8,75.0,0.3,2.3,4.9,71.7,34.3,0,1,98.0,2.01,0,2018,9,0.24590163934426232,0.46972477064220186
653,Mikal Bridges,0,0,1.2,2.1,1.6,0.7,82.0,0.5,2.5,3.8,80.5,33.5,0,1,95.0,1.98,0,2018,10,0.20289855072463767,0.5485789821546596
654,Shai Gilgeous-Alexander,0,0,1.9,3.3,1.2,0.7,82.0,0.5,2.1,1.7,80.0,36.7,1,0,82.0,1.98,0,2018,11,0.27586206896551724,0.5487804878048781
655,Miles Bridges,0,0,0.7,1.2,0.7,0.8,80.0,0.6,1.4,2.5,75.3,32.5,0,1,102.0,2.01,0,2018,12,0.15625,0.5454545454545454
656,Michael Porter Jr.,0,0,1.1,0.8,0.5,1.2,55.0,0.5,1.8,2.7,83.3,42.2,0,1,99.0,2.08,0,2019,14,0.18571428571428572,0.6104364949130293
657,Troy Brown Jr.,0,0,0.6,1.5,0.4,0.7,52.0,0.1,1.1,1.3,68.1,31.9,1,1,98.0,1.98,0,2018,15,0.2,0.487062404870624
658,Zhaire Smith,0,0,1.0,1.7,0.3,0.5,6.0,0.3,1.3,2.7,75.0,37.5,1,0,93.0,1.91,0,2018,16,0.22807017543859648,0.5302730510486744
659,Donte DiVincenzo,0,0,0.3,1.1,0.5,0.6,27.0,0.2,1.4,3.1,75.0,26.5,1,0,92.0,1.93,0,2018,17,0.08695652173913045,0.511482254697286
660,Lonnie Walker IV,0,0,0.5,0.5,0.4,0.0,17.0,0.2,0.4,0.8,80.0,38.5,1,1,93.0,1.93,0,2018,18,0.2222222222222222,0.43551088777219427
661,Kevin Huerter,0,0,0.5,2.9,0.9,0.8,75.0,0.3,2.1,4.7,73.2,38.5,1,1,90.0,2.01,0,2018,19,0.07954545454545453,0.53107035313441
662,Josh Okogie,0,0,1.6,1.2,1.2,0.6,74.0,0.4,2.2,2.9,72.8,27.9,1,0,97.0,1.93,0,2018,20,0.31884057971014496,0.4845814977973568
663,Grayson Allen,0,0,1.2,0.7,0.2,0.1,38.0,0.2,1.2,2.6,75.0,32.3,1,0,90.0,1.93,0,2018,21,0.3404255319148936,0.5128205128205128
664,Chandler Hutchison,0,0,0.5,0.8,0.5,0.7,44.0,0.1,1.3,1.1,60.5,28.0,1,1,95.0,1.98,0,2018,22,0.1875,0.49736967957914874
665,Aaron Holiday,0,0,0.8,1.7,0.4,0.1,50.0,0.3,1.4,2.5,82.0,33.9,1,0,84.0,1.83,0,2018,23,0.1923076923076923,0.5198237885462555
666,Anfernee Simons,0,0,0.5,0.7,0.1,0.2,20.0,0.0,0.5,1.5,56.3,34.5,1,0,82.0,1.91,0,2018,24,0.25,0.5307262569832402
667,Moritz Wagner,0,0,1.0,0.6,0.3,0.4,43.0,0.3,1.3,1.8,81.1,28.6,0,1,111.0,2.11,1,2018,25,0.3,0.5251641137855579
668,Landry Shamet,0,0,0.8,1.1,0.4,0.3,54.0,0.1,2.0,4.5,81.5,40.4,1,0,86.0,1.93,0,2018,26,0.15625,0.6036363636363636
669,Robert Williams III,0,0,0.3,0.2,0.3,0.8,32.0,1.3,1.1,0.0,60.0,0.0,0,1,108.0,2.06,1,2018,27,0.3125,0.6802721088435374
670,Jacob Evans,0,0,0.0,0.8,0.2,0.2,30.0,0.1,0.9,0.5,0.0,26.7,1,1,95.0,1.93,0,2018,28,0.0,0.3611111111111111
671,Dzanan Musa,0,0,0.0,0.2,0.2,0.1,9.0,0.0,0.1,1.1,0.0,10.0,1,1,98.0,2.06,0,2018,29,0.08333333333333334,0.42084168336673344
672,Omari Spellman,0,0,0.7,1.0,0.6,1.6,46.0,0.5,1.5,2.8,71.1,34.4,0,1,111.0,2.03,0,2018,30,0.18867924528301888,0.510822510822511
673,Elie Okobo,0,0,0.7,2.4,0.6,0.2,53.0,0.1,2.1,2.5,78.7,29.5,1,1,86.0,1.91,0,2018,31,0.16363636363636364,0.4808097849008857
674,Jevon Carter,0,0,0.7,1.8,0.7,0.4,39.0,0.3,1.4,2.6,81.3,33.3,1,0,91.0,1.85,0,2018,32,0.1702127659574468,0.4330708661417323
675,Jalen Brunson,0,0,1.2,3.2,0.5,0.3,73.0,0.1,1.7,2.5,72.5,34.8,1,0,86.0,1.85,0,2018,33,0.2077922077922078,0.549645390070922
676,Devonte' Graham,0,0,0.8,2.6,0.5,0.2,46.0,0.0,1.0,2.6,76.1,28.1,1,0,88.0,1.85,0,2018,34,0.2127659574468085,0.45410628019323673
677,Melvin Frazier Jr.,0,0,0.1,0.1,0.1,0.3,10.0,0.0,0.6,0.6,25.0,0.0,1,1,98.0,1.96,0,2018,35,0.19047619047619047,0.32751091703056767
678,Gary Trent Jr.,0,0,0.2,0.3,0.1,0.1,15.0,0.1,0.3,1.4,42.9,23.8,1,1,95.0,1.96,0,2018,37,0.15151515151515152,0.3816254416961131
679,Khyri Thomas,0,0,0.3,0.3,0.3,0.2,26.0,0.2,0.8,1.3,63.6,28.6,1,0,95.0,1.91,0,2018,38,0.14814814814814814,0.3979238754325259
680,Isaac Bonga,0,0,0.4,0.7,0.4,0.4,22.0,0.2,0.4,0.4,60.0,0.0,1,0,82.0,2.03,0,2018,39,0.4666666666666666,0.24556616643929058
681,Jarred Vanderbilt,0,0,0.4,0.2,0.4,0.4,17.0,0.1,0.5,0.1,60.0,0.0,0,1,97.0,2.06,0,2018,41,0.5454545454545454,0.5054151624548736
682,Bruce Brown,0,0,0.6,1.2,0.5,0.6,74.0,0.5,2.4,1.3,75.0,25.8,1,1,92.0,1.93,0,2018,42,0.19047619047619047,0.46943231441048033
683,Hamidou Diallo,0,0,0.7,0.3,0.4,0.7,51.0,0.2,1.5,0.5,61.0,16.7,1,0,92.0,1.96,0,2018,45,0.37499999999999994,0.4907161803713528
684,De'Anthony Melton,0,0,0.4,3.2,1.4,0.5,50.0,0.5,2.3,1.9,75.0,30.5,1,0,91.0,1.88,0,2018,46,0.11764705882352941,0.46425255338904364
685,Svi Mykhailiuk,0,0,0.3,0.8,0.3,0.2,39.0,0.0,0.6,2.2,60.0,31.8,1,1,93.0,2.01,0,2018,47,0.14705882352941177,0.4536082474226804
686,Keita Bates-Diop,0,0,0.6,0.6,0.6,0.5,30.0,0.5,1.0,1.7,64.3,25.0,0,1,104.0,2.03,0,2018,48,0.19148936170212766,0.4875670404680643
687,Chimezie Metu,0,0,0.4,0.4,0.2,0.3,29.0,0.1,0.5,0.1,76.5,0.0,0,1,102.0,2.06,1,2018,49,0.3,0.3938730853391685
