,Unnamed: 0,PLAYER,AFFILIATION,OVERALL PICK,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD
999,999,Vlatko Cancar,KK Mega Leks (Serbia),49,2019-20,DEN,14,3.2,1.2,0.4,1.1,40.0,0.1,0.4,16.7,0.3,0.3,100.0,0.4,0.4,0.7,0.2,0.2,0.1,0.1,0.5,2.6,0.0,0.0,-0.6,2.03,107.0,Forward,0,0,1,0
1001,1001,Monte Morris,Iowa State,51,2017-18,DEN,3,8.4,3.3,1.3,2.0,66.7,0.0,0.3,0.0,0.7,0.7,100.0,0.0,0.7,0.7,2.3,0.3,1.0,0.0,0.3,10.3,0.0,0.0,-2.3,1.88,83.0,Guard,0,0,0,1
1002,1002,Edmond Sumner,Xavier,52,2017-18,IND,1,2.2,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0.0,0.0,-6.0,1.93,89.0,Guard,0,0,0,1
1004,1004,Alec Peters,Valparaiso,54,2017-18,PHX,20,11.2,4.1,1.4,3.7,37.8,0.9,2.9,31.0,0.4,0.5,80.0,0.4,1.5,1.9,0.6,0.2,0.1,0.1,0.7,7.6,0.0,0.0,1.8,2.06,107.0,Forward,0,0,1,0
1005,1005,Nigel Williams-Goss,Gonzaga,55,2019-20,UTA,10,5.0,1.4,0.5,1.6,31.3,0.2,0.7,28.6,0.2,0.2,100.0,0.2,0.4,0.6,0.6,0.3,0.3,0.1,0.6,3.9,0.0,0.0,0.3,1.88,86.0,Guard,0,0,0,1
1006,1006,Jabari Bird,California,56,2017-18,BOS,13,8.8,3.0,1.2,2.0,57.7,0.2,0.5,42.9,0.5,1.0,46.2,0.5,1.0,1.5,0.6,0.6,0.2,0.1,0.5,6.0,0.0,0.0,1.4,1.98,90.0,Guard,0,0,0,1
1009,1009,Jaron Blossomgame,Clemson,59,2018-19,CLE,27,16.3,4.2,1.7,3.9,44.3,0.4,1.4,25.6,0.4,0.5,76.9,1.0,2.7,3.6,0.5,0.4,0.3,0.3,0.7,10.6,1.0,0.0,-1.6,2.03,100.0,Forward,0,0,1,0
1011,1011,Deandre Ayton,Arizona,1,2018-19,PHX,71,30.7,16.3,7.2,12.3,58.5,0.0,0.1,0.0,2.0,2.7,74.6,3.1,7.1,10.3,1.8,1.8,0.9,0.9,2.9,34.9,39.0,0.0,-5.4,2.11,113.0,Center,0,1,0,0
1012,1012,Marvin Bagley III,Duke,2,2018-19,SAC,62,25.3,14.9,5.7,11.4,50.4,0.5,1.5,31.3,2.9,4.2,69.1,2.6,5.0,7.6,1.0,1.6,0.5,1.0,1.9,28.4,19.0,0.0,-1.7,2.11,107.0,Forward,0,0,1,0
1013,1013,Luka Doncic,Real Madrid Baloncesto (Spain),3,2018-19,DAL,72,32.2,21.2,7.0,16.5,42.7,2.3,7.1,32.7,4.8,6.7,71.3,1.2,6.6,7.8,6.0,3.4,1.1,0.3,1.9,40.3,24.0,8.0,-1.6,2.01,104.0,Forward-Guard,1,0,1,1
1014,1014,Jaren Jackson Jr.,Michigan State,4,2018-19,MEM,58,26.1,13.8,5.1,10.2,50.6,0.9,2.4,35.9,2.6,3.4,76.6,1.3,3.4,4.7,1.1,1.7,0.9,1.4,3.8,26.3,2.0,0.0,-1.8,2.11,110.0,Forward-Center,0,1,1,0
1015,1015,Trae Young,Oklahoma,5,2018-19,ATL,81,30.9,19.1,6.5,15.5,41.8,1.9,6.0,32.4,4.2,5.1,82.9,0.8,2.9,3.7,8.1,3.8,0.9,0.2,1.7,35.1,30.0,1.0,-4.1,1.85,74.0,Guard,0,0,0,1
1016,1016,Mo Bamba,Texas,6,2018-19,ORL,47,16.3,6.2,2.5,5.2,48.1,0.4,1.5,30.0,0.8,1.3,58.7,1.4,3.6,5.0,0.8,0.9,0.3,1.4,2.2,17.4,1.0,0.0,-5.1,2.13,105.0,Center,0,1,0,0
1017,1017,Wendell Carter Jr.,Duke,7,2018-19,CHI,44,25.2,10.3,4.1,8.4,48.5,0.1,0.7,18.8,2.0,2.5,79.5,2.0,5.0,7.0,1.8,1.5,0.6,1.3,3.5,25.6,7.0,0.0,-6.6,2.08,122.0,Center-Forward,0,1,1,0
1018,1018,Collin Sexton,Alabama,8,2018-19,CLE,82,31.8,16.7,6.3,14.7,43.0,1.5,3.6,40.2,2.6,3.1,83.9,0.7,2.2,2.9,3.0,2.3,0.5,0.1,2.3,24.2,2.0,0.0,-8.2,1.85,86.0,Guard,0,0,0,1
1019,1019,Kevin Knox II,Kentucky,9,2018-19,NYK,75,28.8,12.8,4.5,12.2,37.0,1.7,4.9,34.3,2.2,3.0,71.7,0.8,3.7,4.5,1.1,1.5,0.6,0.3,2.3,21.0,3.0,0.0,-8.5,2.01,98.0,Forward,0,0,1,0
1020,1020,Mikal Bridges,Villanova,10,2018-19,PHX,82,29.5,8.3,3.0,6.9,43.0,1.3,3.8,33.5,1.2,1.4,80.5,0.7,2.5,3.2,2.1,0.9,1.6,0.5,2.5,20.6,0.0,0.0,-4.7,1.98,95.0,Forward,0,0,1,0
1021,1021,Shai Gilgeous-Alexander,Kentucky,11,2018-19,LAC,82,26.5,10.8,4.2,8.7,47.6,0.6,1.7,36.7,1.9,2.4,80.0,0.7,2.1,2.8,3.3,1.7,1.2,0.5,2.1,22.6,1.0,0.0,-1.3,1.98,82.0,Guard,0,0,0,1
1022,1022,Miles Bridges,Michigan State,12,2018-19,CHA,80,21.2,7.5,3.0,6.4,46.4,0.8,2.5,32.5,0.7,1.0,75.3,0.8,3.2,4.0,1.2,0.6,0.7,0.6,1.4,17.4,1.0,0.0,-1.6,2.01,102.0,Forward,0,0,1,0
1024,1024,Michael Porter Jr.,Missouri,14,2019-20,DEN,55,16.4,9.3,3.5,7.0,50.9,1.1,2.7,42.2,1.1,1.3,83.3,1.2,3.5,4.7,0.8,0.9,0.5,0.5,1.8,18.2,9.0,0.0,0.4,2.08,99.0,Forward,0,0,1,0
1025,1025,Troy Brown Jr.,Oregon,15,2018-19,WAS,52,14.0,4.8,1.9,4.5,41.5,0.4,1.3,31.9,0.6,0.9,68.1,0.7,2.1,2.8,1.5,0.6,0.4,0.1,1.1,11.3,0.0,0.0,0.0,1.98,98.0,Guard-Forward,0,0,1,1
1026,1026,Zhaire Smith,Texas Tech,16,2018-19,PHI,6,18.4,6.7,2.3,5.7,41.2,1.0,2.7,37.5,1.0,1.3,75.0,0.5,1.7,2.2,1.7,1.0,0.3,0.3,1.3,12.8,0.0,0.0,2.3,1.91,93.0,Guard,0,0,0,1
1027,1027,Donte DiVincenzo,Villanova,17,2018-19,MIL,27,15.2,4.9,1.9,4.6,40.3,0.8,3.1,26.5,0.3,0.4,75.0,0.6,1.8,2.4,1.1,0.7,0.5,0.2,1.4,10.9,0.0,0.0,4.0,1.93,92.0,Guard,0,0,0,1
1028,1028,Lonnie Walker IV,Miami (FL),18,2018-19,SAS,17,6.9,2.6,0.9,2.7,34.8,0.3,0.8,38.5,0.5,0.6,80.0,0.0,1.0,1.0,0.5,0.2,0.4,0.2,0.4,6.2,0.0,0.0,-3.2,1.93,93.0,Guard-Forward,0,0,1,1
1029,1029,Kevin Huerter,Maryland,19,2018-19,ATL,75,27.3,9.7,3.7,8.8,41.9,1.8,4.7,38.5,0.5,0.7,73.2,0.8,2.5,3.3,2.9,1.5,0.9,0.3,2.1,20.0,1.0,0.0,-1.6,2.01,90.0,Guard-Forward,0,0,1,1
1030,1030,Josh Okogie,Georgia Tech,20,2018-19,MIN,74,23.7,7.7,2.6,6.9,38.6,0.8,2.9,27.9,1.6,2.2,72.8,0.6,2.4,2.9,1.2,0.9,1.2,0.4,2.2,17.1,1.0,0.0,-0.7,1.93,97.0,Guard,0,0,0,1
1031,1031,Grayson Allen,Duke,21,2018-19,UTA,38,11.0,5.6,1.8,4.7,37.6,0.8,2.6,32.3,1.2,1.6,75.0,0.1,0.5,0.6,0.7,0.9,0.2,0.2,1.2,7.3,0.0,0.0,-3.1,1.93,90.0,Guard,0,0,0,1
1032,1032,Chandler Hutchison,Boise State,22,2018-19,CHI,44,20.3,5.2,2.2,4.8,45.9,0.3,1.1,28.0,0.5,0.9,60.5,0.7,3.5,4.2,0.8,0.6,0.5,0.1,1.3,12.8,1.0,0.0,-2.6,1.98,95.0,Forward-Guard,0,0,1,1
1033,1033,Aaron Holiday,California-Los Angeles,23,2018-19,IND,50,12.9,5.9,2.1,5.2,40.1,0.9,2.5,33.9,0.8,1.0,82.0,0.1,1.2,1.3,1.7,0.8,0.4,0.3,1.4,11.3,0.0,0.0,2.0,1.83,84.0,Guard,0,0,0,1
1034,1034,Anfernee Simons,IMG Academy,24,2018-19,POR,20,7.0,3.8,1.4,3.2,44.4,0.5,1.5,34.5,0.5,0.8,56.3,0.2,0.5,0.7,0.7,0.6,0.1,0.0,0.5,5.1,0.0,0.0,-2.6,1.91,82.0,Guard,0,0,0,1
1035,1035,Moritz Wagner,Michigan,25,2018-19,LAL,43,10.4,4.8,1.7,4.0,41.5,0.5,1.8,28.6,1.0,1.2,81.1,0.4,1.6,2.0,0.6,0.9,0.3,0.3,1.3,8.8,0.0,0.0,-2.3,2.11,111.0,Forward-Center,0,1,1,0
1036,1036,Landry Shamet,Wichita State,26,2018-19,PHI,54,20.5,8.3,2.8,6.4,44.1,1.8,4.5,40.4,0.8,1.0,81.5,0.3,1.2,1.4,1.1,0.5,0.4,0.1,2.0,13.0,0.0,0.0,-0.6,1.93,86.0,Guard,0,0,0,1
1037,1037,Robert Williams III,Texas A&M,27,2018-19,BOS,32,8.8,2.5,1.1,1.6,70.6,0.0,0.0,0.0,0.3,0.5,60.0,0.8,1.7,2.5,0.2,0.3,0.3,1.3,1.1,10.2,0.0,0.0,-1.6,2.06,108.0,Center-Forward,0,1,1,0
1038,1038,Jacob Evans,Cincinnati,28,2018-19,GSW,30,6.8,1.3,0.6,1.8,34.0,0.1,0.5,26.7,0.0,0.0,0.0,0.2,0.6,0.8,0.8,0.4,0.2,0.1,0.9,3.9,0.0,0.0,-1.2,1.93,95.0,Guard-Forward,0,0,1,1
1039,1039,Dzanan Musa,KK Cedevita (Croatia),29,2018-19,BKN,9,4.4,2.1,1.0,2.4,40.9,0.1,1.1,10.0,0.0,0.2,0.0,0.1,0.4,0.6,0.2,0.4,0.2,0.0,0.1,3.3,0.0,0.0,1.1,2.06,98.0,Guard-Forward,0,0,1,1
1040,1040,Omari Spellman,Villanova,30,2018-19,ATL,46,17.5,5.9,2.1,5.3,40.2,1.0,2.8,34.4,0.7,1.0,71.1,1.6,2.7,4.2,1.0,0.7,0.6,0.5,1.5,15.2,4.0,0.0,-4.4,2.03,111.0,Forward,0,0,1,0
1041,1041,Elie Okobo,Elan Bearnais Pau-Orthez (France),31,2018-19,PHX,53,18.1,5.7,2.2,5.5,39.3,0.7,2.5,29.5,0.7,0.9,78.7,0.2,1.6,1.8,2.4,1.3,0.6,0.1,2.1,12.5,0.0,0.0,-4.0,1.91,86.0,Forward-Guard,0,0,1,1
1042,1042,Jevon Carter,West Virginia,32,2018-19,MEM,39,14.8,4.4,1.4,4.7,30.3,0.9,2.6,33.3,0.7,0.8,81.3,0.4,1.3,1.7,1.8,0.8,0.7,0.3,1.4,11.1,0.0,0.0,-2.3,1.85,91.0,Guard,0,0,0,1
1043,1043,Jalen Brunson,Villanova,33,2018-19,DAL,73,21.8,9.3,3.6,7.7,46.7,0.9,2.5,34.8,1.2,1.6,72.5,0.3,2.0,2.3,3.2,1.2,0.5,0.1,1.7,17.3,3.0,0.0,-1.1,1.85,86.0,Guard,0,0,0,1
1044,1044,Devonte' Graham,Kansas,34,2018-19,CHA,46,14.7,4.7,1.6,4.7,34.3,0.7,2.6,28.1,0.8,1.0,76.1,0.2,1.2,1.4,2.6,0.7,0.5,0.0,1.0,11.3,0.0,0.0,-2.2,1.85,88.0,Guard,0,0,0,1
1045,1045,Melvin Frazier,Tulane,35,2018-19,ORL,10,4.4,1.5,0.7,2.1,33.3,0.0,0.6,0.0,0.1,0.4,25.0,0.3,0.2,0.5,0.1,0.1,0.1,0.0,0.6,2.5,0.0,0.0,-0.9,1.96,98.0,Guard-Forward,0,0,1,1
1047,1047,Gary Trent Jr.,Duke,37,2018-19,POR,15,7.4,2.7,1.1,3.3,32.0,0.3,1.4,23.8,0.2,0.5,42.9,0.1,0.7,0.7,0.3,0.3,0.1,0.1,0.3,4.4,0.0,0.0,-0.5,1.96,95.0,Guard-Forward,0,0,1,1
1048,1048,Khyri Thomas,Creighton,38,2018-19,DET,26,7.5,2.3,0.8,2.7,31.9,0.4,1.3,28.6,0.3,0.4,63.6,0.2,0.6,0.8,0.3,0.2,0.3,0.2,0.8,5.0,0.0,0.0,-1.3,1.91,95.0,Guard,0,0,0,1
1049,1049,Isaac Bonga,Fraport Skyliners (Germany),39,2018-19,LAL,22,5.5,0.9,0.2,1.5,15.2,0.0,0.4,0.0,0.4,0.7,60.0,0.4,0.7,1.1,0.7,0.3,0.4,0.2,0.4,4.8,0.0,0.0,0.6,2.03,82.0,Guard,0,0,0,1
1051,1051,Jarred Vanderbilt,Kentucky,41,2018-19,DEN,17,4.1,1.4,0.5,1.1,47.4,0.0,0.1,0.0,0.4,0.6,60.0,0.4,0.9,1.4,0.2,0.5,0.4,0.1,0.5,4.1,0.0,0.0,0.6,2.06,97.0,Forward,0,0,1,0
1052,1052,Bruce Brown,Miami (FL),42,2018-19,DET,74,19.6,4.3,1.7,4.2,39.8,0.3,1.3,25.8,0.6,0.8,75.0,0.6,1.9,2.5,1.2,0.6,0.5,0.5,2.4,11.6,0.0,0.0,-0.1,1.93,92.0,Guard-Forward,0,0,1,1
1055,1055,Hamidou Diallo,Kentucky,45,2018-19,OKC,51,10.3,3.7,1.5,3.2,45.5,0.1,0.5,16.7,0.7,1.2,61.0,0.7,1.2,1.9,0.3,0.5,0.4,0.2,1.5,7.9,0.0,0.0,-1.5,1.96,92.0,Guard,0,0,0,1
1056,1056,De'Anthony Melton,Southern California,46,2018-19,PHX,50,19.7,5.0,2.0,5.1,39.1,0.6,1.9,30.5,0.4,0.6,75.0,0.5,2.2,2.7,3.2,1.5,1.4,0.5,2.3,16.9,0.0,0.0,-3.4,1.88,91.0,Guard,0,0,0,1
1057,1057,Svi Mykhailiuk,Kansas,47,2018-19,LAL,39,10.8,3.3,1.1,3.4,33.3,0.7,2.2,31.8,0.3,0.5,60.0,0.2,0.7,0.9,0.8,0.5,0.3,0.0,0.6,6.1,0.0,0.0,0.1,2.01,93.0,Guard-Forward,0,0,1,1
1058,1058,Keita Bates-Diop,Ohio State,48,2018-19,MIN,30,16.8,5.0,2.0,4.7,42.3,0.4,1.7,25.0,0.6,0.9,64.3,0.5,2.2,2.8,0.6,0.5,0.6,0.5,1.0,11.9,0.0,0.0,-1.8,2.03,104.0,Forward,0,0,1,0
1059,1059,Chimezie Metu,Southern California,49,2018-19,SAS,29,5.0,1.8,0.7,2.0,32.8,0.0,0.1,0.0,0.4,0.6,76.5,0.3,0.9,1.2,0.4,0.5,0.2,0.1,0.5,4.2,0.0,0.0,0.0,2.06,102.0,Forward-Center,0,1,1,0
1062,1062,Vince Edwards,Purdue,52,2018-19,HOU,2,7.9,1.5,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,-1.0,2.03,102.0,Forward,0,0,1,0
1063,1063,Devon Hall,Virginia,53,2019-20,OKC,11,7.3,1.8,0.5,2.7,20.0,0.4,1.5,23.5,0.4,0.7,50.0,0.2,0.5,0.6,1.2,0.5,0.4,0.1,0.5,5.3,0.0,0.0,0.8,1.96,98.0,Guard,0,0,0,1
1064,1064,Shake Milton,Southern Methodist,54,2018-19,PHI,20,13.4,4.4,1.7,4.4,39.1,0.7,2.2,31.8,0.3,0.4,71.4,0.5,1.3,1.8,0.9,0.3,0.4,0.4,1.5,9.9,0.0,0.0,-0.1,1.96,93.0,Guard-Forward,0,0,1,1
1065,1065,Arnoldas Kulboka,Brose Bamberg (Germany),55,2021-22,CHA,2,2.7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-6.0,2.08,95.0,Forward,0,0,1,0
1067,1067,Kevin Hervey,Texas-Arlington,57,2019-20,OKC,10,5.2,1.7,0.7,2.7,25.9,0.3,2.0,15.0,0.0,0.0,0.0,0.1,1.1,1.2,0.5,0.0,0.1,0.1,0.4,4.5,0.0,0.0,-3.4,2.06,104.0,Forward,0,0,1,0
1068,1068,Thomas Welsh,California-Los Angeles,58,2018-19,DEN,11,3.3,1.6,0.6,1.2,53.8,0.3,0.6,42.9,0.1,0.2,50.0,0.0,0.4,0.4,0.5,0.1,0.0,0.0,0.3,2.7,0.0,0.0,0.2,2.13,116.0,Center,0,1,0,0
1070,1070,Kostas Antetokounmpo,Dayton,60,2018-19,DAL,2,5.3,1.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,4.1,0.0,0.0,1.5,2.08,91.0,Forward,0,0,1,0
1071,1071,Zion Williamson,Duke,1,2019-20,NOP,24,27.8,22.5,8.8,15.0,58.3,0.3,0.6,42.9,4.8,7.4,64.0,2.7,3.6,6.3,2.1,2.5,0.7,0.4,1.8,33.8,2.0,0.0,2.6,1.98,129.0,Forward,0,0,1,0
1072,1072,Ja Morant,Murray State,2,2019-20,MEM,67,31.0,17.8,6.7,14.0,47.7,0.9,2.7,33.5,3.6,4.6,77.6,0.8,3.1,3.9,7.3,3.3,0.9,0.3,1.6,33.5,15.0,2.0,-0.3,1.91,79.0,Guard,1,0,0,1
1073,1073,RJ Barrett,Duke,3,2019-20,NYK,56,30.4,14.3,5.2,13.0,40.2,1.1,3.5,32.0,2.8,4.5,61.4,0.9,4.1,5.0,2.6,2.2,1.0,0.3,2.2,25.8,2.0,0.0,-5.8,1.98,97.0,Forward-Guard,0,0,1,1
1074,1074,De'Andre Hunter,Virginia,4,2019-20,ATL,63,32.0,12.3,4.4,10.8,41.0,1.7,4.8,35.5,1.7,2.3,76.4,0.7,3.8,4.5,1.8,1.6,0.7,0.3,2.9,21.8,3.0,0.0,-4.1,2.03,100.0,Forward-Guard,0,0,1,1
1075,1075,Darius Garland,Vanderbilt,5,2019-20,CLE,59,30.9,12.3,4.7,11.8,40.1,1.8,5.0,35.5,1.1,1.2,87.5,0.5,1.4,1.9,3.9,2.6,0.7,0.1,1.6,20.2,1.0,0.0,-5.0,1.85,87.0,Guard,0,0,0,1
1076,1076,Jarrett Culver,Texas Tech,6,2019-20,MIN,63,23.9,9.2,3.7,9.0,40.4,1.0,3.5,29.9,0.9,1.9,46.2,1.1,2.3,3.4,1.7,1.3,0.9,0.6,2.0,19.1,0.0,0.0,-1.6,1.98,88.0,Guard-Forward,0,0,1,1
1077,1077,Coby White,North Carolina,7,2019-20,CHI,65,25.8,13.2,4.8,12.2,39.4,2.0,5.8,35.4,1.6,2.0,79.1,0.4,3.1,3.5,2.7,1.7,0.8,0.1,1.8,22.4,0.0,0.0,-2.5,1.93,88.0,Guard,0,0,0,1
1078,1078,Jaxson Hayes,Texas,8,2019-20,NOP,64,16.9,7.4,2.7,4.0,67.2,0.0,0.1,25.0,1.9,3.0,64.7,1.5,2.5,4.0,0.9,0.8,0.4,0.9,2.5,16.5,3.0,0.0,-0.9,2.11,100.0,Center-Forward,0,1,1,0
1079,1079,Rui Hachimura,Gonzaga,9,2019-20,WAS,48,30.1,13.5,5.3,11.4,46.6,0.5,1.8,28.7,2.4,2.9,82.9,1.6,4.5,6.1,1.8,1.1,0.8,0.2,2.2,25.3,3.0,0.0,-5.3,2.03,104.0,Forward,0,0,1,0
1080,1080,Cam Reddish,Duke,10,2019-20,ATL,58,26.7,10.5,3.7,9.6,38.4,1.4,4.3,33.2,1.7,2.2,80.2,0.6,3.1,3.7,1.5,1.7,1.1,0.5,2.3,20.2,0.0,0.0,-4.2,2.03,98.0,Forward-Guard,0,0,1,1
1081,1081,Cameron Johnson,North Carolina,11,2019-20,PHX,57,22.0,8.8,3.1,7.1,43.5,1.9,4.8,39.0,0.8,1.0,80.7,0.9,2.4,3.3,1.2,0.6,0.6,0.4,1.5,17.0,2.0,0.0,0.2,2.03,95.0,Forward,0,0,1,0
1082,1082,P.J. Washington,Kentucky,12,2019-20,CHA,58,30.3,12.2,4.6,10.2,45.5,1.5,4.0,37.4,1.5,2.3,64.7,1.0,4.4,5.4,2.1,1.6,0.9,0.8,2.7,25.3,4.0,0.0,-3.8,2.01,104.0,Forward,0,0,1,0
1083,1083,Tyler Herro,Kentucky,13,2019-20,MIA,55,27.4,13.5,4.9,11.5,42.8,2.1,5.4,38.9,1.6,1.8,87.0,0.3,3.8,4.1,2.2,1.6,0.6,0.2,1.4,22.5,1.0,0.0,-0.4,1.96,88.0,Guard,0,0,0,1
1084,1084,Romeo Langford,Indiana,14,2019-20,BOS,32,11.6,2.5,0.9,2.5,35.0,0.2,0.8,18.5,0.6,0.8,72.0,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,5.8,0.0,0.0,2.1,1.96,98.0,Guard-Forward,0,0,1,1
1086,1086,Chuma Okeke,Auburn,16,2020-21,ORL,45,25.2,7.8,3.0,7.2,41.7,1.1,3.1,34.8,0.7,0.9,75.0,0.9,3.1,4.0,2.2,0.8,1.1,0.5,1.1,19.8,0.0,0.0,-4.0,1.98,104.0,Forward,0,0,1,0
1087,1087,Nickeil Alexander-Walker,Virginia Tech,17,2019-20,NOP,47,12.6,5.7,2.1,5.7,36.8,1.0,2.8,34.6,0.5,0.8,67.6,0.2,1.6,1.8,1.9,1.1,0.4,0.2,1.2,11.1,0.0,0.0,-1.2,1.96,93.0,Guard,0,0,0,1
1088,1088,Goga Bitadze,KK Mega Leks (Serbia),18,2019-20,IND,54,8.7,3.2,1.3,2.8,46.7,0.1,0.8,19.0,0.4,0.6,72.7,0.5,1.5,2.0,0.4,0.5,0.2,0.7,1.2,8.3,1.0,0.0,-0.3,2.13,113.0,Center-Forward,0,1,1,0
1089,1089,Luka Samanic,KK Olimpija (Slovenia),19,2019-20,SAS,3,16.1,5.3,1.7,5.3,31.3,1.0,2.7,37.5,1.0,1.3,75.0,0.3,3.0,3.3,2.0,0.7,0.0,0.7,2.0,13.7,0.0,0.0,1.7,2.08,103.0,Forward,0,0,1,0
1090,1090,Matisse Thybulle,Washington,20,2019-20,PHI,65,19.8,4.7,1.7,4.1,42.3,0.9,2.4,35.7,0.4,0.6,61.0,0.7,1.0,1.6,1.2,0.8,1.4,0.7,2.2,14.2,0.0,0.0,0.6,1.96,91.0,Guard-Forward,0,0,1,1
1091,1091,Brandon Clarke,Gonzaga,21,2019-20,MEM,58,22.4,12.1,5.1,8.3,61.8,0.4,1.1,35.9,1.5,1.9,75.9,1.6,4.4,5.9,1.4,0.9,0.6,0.8,1.7,24.5,3.0,0.0,-0.3,2.03,98.0,Forward,0,0,1,0
1092,1092,Grant Williams,Tennessee,22,2019-20,BOS,69,15.1,3.4,1.3,3.1,41.2,0.3,1.4,25.0,0.6,0.8,72.2,0.9,1.7,2.6,1.0,0.7,0.4,0.5,2.4,10.2,0.0,0.0,1.9,1.98,107.0,Forward,0,0,1,0
1093,1093,Darius Bazley,Princeton,23,2019-20,OKC,61,18.5,5.6,2.0,5.2,39.4,0.8,2.3,34.8,0.7,1.0,69.4,0.5,3.5,4.0,0.7,0.7,0.4,0.7,0.9,13.9,1.0,0.0,-1.3,2.03,94.0,Forward,0,0,1,0
1094,1094,Ty Jerome,Virginia,24,2019-20,PHX,31,10.6,3.3,1.2,3.6,33.6,0.5,1.6,28.0,0.4,0.5,75.0,0.2,1.3,1.5,1.4,0.6,0.5,0.1,0.9,8.4,0.0,0.0,-3.3,1.96,88.0,Guard-Forward,0,0,1,1
1095,1095,Nassir Little,North Carolina,25,2019-20,POR,48,11.9,3.6,1.4,3.1,43.0,0.3,1.2,23.7,0.6,0.9,63.6,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,8.3,1.0,0.0,-1.1,1.96,100.0,Forward-Guard,0,0,1,1
1096,1096,Dylan Windler,Belmont,26,2020-21,CLE,31,16.5,5.2,1.8,4.2,43.8,0.8,2.5,33.8,0.7,0.9,77.8,0.6,2.8,3.5,1.1,1.0,0.6,0.4,1.2,12.9,1.0,0.0,-2.0,1.98,89.0,Guard-Forward,0,0,1,1
1097,1097,Mfiondu Kabengele,Florida State,27,2019-20,LAC,12,5.4,3.5,1.2,2.7,43.8,0.8,1.7,45.0,0.4,0.4,100.0,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,5.7,0.0,0.0,-0.1,2.06,113.0,Center,0,1,0,0
1098,1098,Jordan Poole,Michigan,28,2019-20,GSW,57,22.3,8.8,2.9,8.8,33.3,1.3,4.6,27.9,1.7,2.1,79.8,0.2,1.9,2.1,2.4,1.3,0.6,0.2,1.6,15.9,0.0,0.0,-3.5,1.93,88.0,Guard,0,0,0,1
1099,1099,Keldon Johnson,Kentucky,29,2019-20,SAS,17,17.7,9.1,3.1,5.2,59.6,0.8,1.3,59.1,2.1,2.6,79.5,0.6,2.8,3.4,0.9,0.8,0.8,0.1,1.6,16.5,1.0,0.0,3.9,1.98,100.0,Forward-Guard,0,0,1,1
1100,1100,Kevin Porter Jr.,Southern California,30,2019-20,CLE,50,23.2,10.0,3.7,8.4,44.2,1.1,3.2,33.5,1.5,2.0,72.3,0.4,2.8,3.2,2.2,1.9,0.9,0.3,2.7,18.9,0.0,0.0,-5.8,1.93,92.0,Guard-Forward,0,0,1,1
1101,1101,Nic Claxton,Georgia,31,2019-20,BKN,15,12.5,4.4,1.8,3.2,56.3,0.1,0.5,14.3,0.7,1.4,52.4,1.3,1.7,2.9,1.1,0.6,0.1,0.5,0.9,10.7,0.0,0.0,-4.5,2.11,98.0,Forward-Center,0,1,1,0
1103,1103,Carsen Edwards,Purdue,33,2019-20,BOS,37,9.5,3.3,1.1,3.5,32.8,0.6,2.1,31.6,0.4,0.5,68.4,0.2,1.1,1.3,0.6,0.4,0.3,0.1,0.9,6.7,0.0,0.0,-1.3,1.8,91.0,Guard,0,0,0,1
1104,1104,Bruno Fernando,Maryland,34,2019-20,ATL,56,12.7,4.3,1.8,3.6,51.8,0.1,0.7,13.5,0.5,0.9,56.9,1.2,2.3,3.5,0.9,0.8,0.3,0.3,1.9,11.0,1.0,0.0,-1.7,2.06,109.0,Forward-Center,0,1,1,0
1105,1105,Didi Louzada,Sesi Franca (Brazil),35,2020-21,NOP,3,18.8,2.7,1.0,4.3,23.1,0.7,2.7,25.0,0.0,0.0,0.0,0.3,0.7,1.0,1.0,1.0,0.7,0.0,1.7,6.4,0.0,0.0,-3.7,1.96,85.0,Guard,0,0,0,1
1106,1106,Cody Martin,North Carolina State,36,2019-20,CHA,48,18.8,5.0,1.9,4.3,43.0,0.4,1.6,23.4,0.9,1.4,64.6,0.8,2.5,3.3,2.0,0.9,0.8,0.2,1.6,14.0,0.0,0.0,-1.4,1.98,93.0,Forward,0,0,1,0
1108,1108,Daniel Gafford,Arkansas,38,2019-20,CHI,43,14.2,5.1,2.2,3.1,70.1,0.0,0.0,0.0,0.7,1.4,53.3,1.2,1.3,2.5,0.5,0.7,0.3,1.3,2.3,12.9,0.0,0.0,-0.7,2.06,106.0,Forward-Center,0,1,1,0
