,Unnamed: 0,PLAYER,AFFILIATION,OVERALL PICK,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD
571,571,Jarvis Varnado,Mississippi State,41,2012-13,BOS,5,3.6,1.2,0.4,0.8,50.0,0.0,0.0,0.0,0.4,0.8,50.0,0.2,0.4,0.6,0.2,0.2,0.2,0.0,0.2,2.6,0.0,0.0,-0.2,2.06,104.0,Forward-Center,0,1,1,0
573,573,Devin Ebanks,West Virginia,43,2010-11,LAL,20,5.9,3.1,1.1,2.6,41.2,0.1,0.3,40.0,0.9,1.2,78.3,0.8,0.6,1.4,0.1,0.3,0.2,0.3,0.4,5.9,0.0,0.0,-2.1,2.06,98.0,Forward,0,0,1,0
574,574,Jerome Jordan,Tulsa,44,2011-12,NYK,21,5.1,2.0,0.8,1.6,51.5,0.0,0.0,0.0,0.4,0.5,80.0,0.7,0.6,1.3,0.2,0.1,0.0,0.3,0.7,4.7,0.0,0.0,1.2,2.13,115.0,Center,0,1,0,0
576,576,Gani Lawal,Georgia Tech,46,2010-11,PHX,1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,2.06,106.0,Forward,0,0,1,0
580,580,Solomon Alabi,Florida State,50,2010-11,TOR,12,4.9,0.5,0.3,1.3,20.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.6,1.2,0.2,0.3,0.2,0.2,0.4,2.9,0.0,0.0,-1.1,2.16,114.0,Center,0,1,0,0
582,582,Luke Harangody,Notre Dame,52,2010-11,BOS,28,8.6,2.3,1.0,2.5,39.4,0.1,0.4,20.0,0.2,0.3,62.5,0.6,1.4,2.0,0.4,0.2,0.1,0.3,1.3,6.1,1.0,0.0,-0.5,2.01,111.0,Forward,0,0,1,0
583,583,Pape Sy,STB Le Havre (France),53,2010-11,ATL,3,7.0,2.3,0.7,2.0,33.3,0.0,0.3,0.0,1.0,1.0,100.0,0.7,0.3,1.0,0.7,1.0,0.3,0.0,0.3,4.5,0.0,0.0,-2.3,2.01,102.0,Forward-Guard,0,0,1,1
584,584,Willie Warren,Oklahoma,54,2010-11,LAC,19,7.0,1.9,0.7,1.8,37.1,0.3,0.8,33.3,0.3,0.4,75.0,0.1,0.6,0.6,1.4,0.4,0.3,0.0,0.8,5.4,0.0,0.0,1.3,1.93,92.0,Guard,0,0,0,1
585,585,Jeremy Evans,Western Kentucky,55,2010-11,UTA,49,9.4,3.6,1.6,2.3,66.1,0.0,0.0,0.0,0.5,0.8,70.3,0.7,1.2,2.0,0.5,0.4,0.3,0.3,1.0,8.4,0.0,0.0,-0.3,2.06,91.0,Forward,0,0,1,0
588,588,Derrick Caracter,Texas-El Paso,58,2010-11,LAL,41,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.5,0.1,0.2,1.1,4.1,0.0,0.0,-1.4,2.06,125.0,Forward,0,0,1,0
591,591,Kyrie Irving,Duke,1,2011-12,CLE,51,30.5,18.5,6.9,14.6,46.9,1.4,3.6,39.9,3.4,3.8,87.2,0.9,2.9,3.7,5.4,3.1,1.1,0.4,2.2,32.3,1.0,0.0,-3.2,1.88,88.0,Guard,1,0,0,1
594,594,Tristan Thompson,Texas,4,2011-12,CLE,60,23.7,8.2,3.2,7.4,43.9,0.0,0.0,0.0,1.8,3.2,55.2,3.1,3.4,6.5,0.5,1.4,0.5,1.0,2.2,19.8,9.0,0.0,-5.2,2.06,115.0,Center-Forward,0,1,1,0
595,595,Jonas Valanciunas,BC Lietuvos rytas (Lithuania),5,2012-13,TOR,62,23.9,8.9,3.3,5.9,55.7,0.0,0.0,0.0,2.4,3.0,78.9,2.0,4.0,6.0,0.7,1.5,0.3,1.3,3.0,20.3,8.0,0.0,-2.0,2.11,120.0,Center,0,1,0,0
596,596,Jan Vesely,KK Partizan (Serbia),6,2011-12,WAS,57,18.9,4.7,2.1,3.8,53.7,0.0,0.0,0.0,0.6,1.1,53.2,1.8,2.6,4.4,0.8,1.1,0.7,0.6,2.7,13.8,2.0,0.0,-1.7,2.13,110.0,Forward,0,0,1,0
597,597,Bismack Biyombo,Baloncesto Fuenlabrada (Spain),7,2011-12,CHA,63,23.1,5.2,2.0,4.4,46.4,0.0,0.0,0.0,1.1,2.3,48.3,1.8,4.0,5.8,0.4,1.1,0.3,1.8,2.3,18.1,5.0,0.0,-7.3,2.03,116.0,Center,0,1,0,0
599,599,Kemba Walker,Connecticut,9,2011-12,CHA,66,27.2,12.1,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,1.8,0.9,0.3,1.2,24.8,2.0,1.0,-7.7,1.83,83.0,Guard,0,0,0,1
600,600,Jimmer Fredette,Brigham Young,10,2011-12,SAC,61,18.6,7.6,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1.2,1.8,1.1,0.5,0.0,1.2,12.2,0.0,0.0,-3.4,1.88,88.0,Guard,0,0,0,1
601,601,Klay Thompson,Washington State,11,2011-12,GSW,66,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2.0,1.6,0.7,0.3,2.3,20.0,0.0,0.0,-2.0,1.98,100.0,Guard,0,0,0,1
602,602,Alec Burks,Colorado,12,2011-12,UTA,59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,2.2,0.9,0.9,0.5,0.1,1.4,12.0,0.0,0.0,-0.4,1.98,97.0,Guard,0,0,0,1
603,603,Markieff Morris,Kansas,13,2011-12,PHX,63,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1.0,1.1,0.7,0.7,2.8,17.1,1.0,0.0,-1.2,2.06,111.0,Forward,0,0,1,0
604,604,Marcus Morris Sr.,Kansas,14,2011-12,HOU,17,7.4,2.4,0.9,3.2,29.6,0.1,1.0,11.8,0.4,0.5,75.0,0.3,0.6,0.9,0.2,0.2,0.1,0.1,0.7,4.2,0.0,0.0,-1.7,2.03,99.0,Forward,0,0,1,0
605,605,Kawhi Leonard,San Diego State,15,2011-12,SAS,64,24.0,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,0.7,1.3,0.4,1.4,20.1,4.0,0.0,2.0,2.01,102.0,Forward,0,0,1,0
606,606,Nikola Vucevic,Southern California,16,2011-12,PHI,51,15.9,5.5,2.6,5.7,45.0,0.1,0.2,37.5,0.4,0.7,52.9,1.7,3.1,4.8,0.6,0.6,0.4,0.7,2.2,14.8,2.0,0.0,0.5,2.08,118.0,Center,0,1,0,0
608,608,Chris Singleton,Florida State,18,2011-12,WAS,66,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,0.6,1.1,0.5,2.7,14.0,0.0,0.0,-2.2,2.06,103.0,Forward,0,0,1,0
609,609,Tobias Harris,Tennessee,19,2011-12,MIL,42,11.4,5.0,1.9,4.0,46.7,0.1,0.5,26.1,1.0,1.3,81.5,0.7,1.7,2.4,0.5,0.7,0.3,0.2,1.1,9.3,1.0,0.0,0.1,2.01,103.0,Forward,0,0,1,0
610,610,Donatas Motiejunas,Universo Treviso Basket (Italy),20,2012-13,HOU,44,12.2,5.7,2.2,4.8,45.5,0.5,1.9,28.9,0.7,1.2,62.7,0.8,1.3,2.1,0.7,0.8,0.2,0.2,1.7,9.6,0.0,0.0,0.9,2.13,100.0,Forward-Center,0,1,1,0
611,611,Nolan Smith,Duke,21,2011-12,POR,44,12.3,3.8,1.5,4.1,37.2,0.3,1.0,28.9,0.5,0.6,71.4,0.4,0.9,1.3,1.4,1.0,0.4,0.1,1.3,7.9,0.0,0.0,-3.3,1.88,84.0,Guard,0,0,0,1
612,612,Kenneth Faried,Morehead State,22,2011-12,DEN,46,22.5,10.2,3.9,6.7,58.6,0.0,0.0,0.0,2.4,3.6,66.5,3.1,4.6,7.7,0.8,1.2,0.7,1.0,2.5,24.7,12.0,0.0,0.1,2.03,100.0,Forward-Center,0,1,1,0
613,613,Nikola Mirotic,Real Madrid Baloncesto (Spain),23,2014-15,CHI,82,20.2,10.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,0.8,4.2,4.9,1.2,1.1,0.7,0.7,2.1,20.7,8.0,0.0,2.1,2.08,113.0,Forward,0,0,1,0
614,614,Reggie Jackson,Boston College,24,2011-12,OKC,45,11.1,3.1,1.1,3.5,32.1,0.3,1.4,21.0,0.6,0.6,86.2,0.3,0.9,1.2,1.6,0.8,0.6,0.0,0.7,7.8,0.0,0.0,-0.1,1.88,94.0,Guard,0,0,0,1
616,616,Jordan Hamilton,Texas,26,2011-12,DEN,26,9.9,4.4,1.8,4.3,43.2,0.7,1.8,36.2,0.1,0.2,40.0,0.4,2.0,2.4,0.8,0.6,0.2,0.1,0.6,8.6,0.0,0.0,1.3,2.01,100.0,Guard-Forward,0,0,1,1
617,617,JaJuan Johnson,Purdue,27,2011-12,BOS,36,8.3,3.2,1.5,3.4,44.6,0.0,0.0,0.0,0.2,0.3,66.7,0.6,1.1,1.6,0.2,0.4,0.1,0.4,0.7,6.5,0.0,0.0,-1.0,2.08,100.0,Forward,0,0,1,0
618,618,Norris Cole,Cleveland State,28,2011-12,MIA,65,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,2.0,1.6,0.7,0.0,1.9,12.0,0.0,0.0,-0.8,1.88,79.0,Guard,0,0,0,1
619,619,Cory Joseph,Texas,29,2011-12,SAS,29,9.2,2.0,0.8,2.4,31.4,0.1,0.5,20.0,0.4,0.6,64.7,0.2,0.7,0.9,1.2,0.4,0.2,0.1,0.6,5.4,0.0,0.0,-1.9,1.91,91.0,Guard,0,0,0,1
620,620,Jimmy Butler,Marquette,30,2011-12,CHI,42,8.5,2.6,0.8,1.9,40.5,0.0,0.3,18.2,1.0,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.3,0.1,0.5,5.5,0.0,0.0,1.9,2.01,104.0,Forward,0,0,1,0
621,621,Bojan Bogdanovic,KK Partizan (Serbia),31,2014-15,BKN,78,23.8,9.0,3.3,7.4,45.3,1.2,3.3,35.5,1.1,1.4,82.1,0.6,2.1,2.7,0.9,1.0,0.4,0.1,1.3,14.2,0.0,0.0,-2.3,2.01,103.0,Forward,0,0,1,0
623,623,Kyle Singler,Duke,33,2012-13,DET,82,28.0,8.8,3.4,7.8,42.8,0.9,2.4,35.0,1.2,1.5,80.6,1.3,2.7,4.0,0.9,1.2,0.7,0.5,2.6,17.3,1.0,0.0,-2.0,2.03,103.0,Forward,0,0,1,0
624,624,Shelvin Mack,Butler,34,2011-12,WAS,64,12.2,3.6,1.4,3.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,2.0,0.8,0.4,0.0,0.8,9.0,0.0,0.0,-0.4,1.91,92.0,Guard,0,0,0,1
626,626,Jordan Williams,Maryland,36,2011-12,NJN,43,14.8,4.6,1.8,3.5,50.7,0.0,0.0,0.0,1.0,1.5,65.2,1.5,2.1,3.6,0.3,0.5,0.5,0.3,1.4,11.3,2.0,0.0,0.4,2.08,118.0,Center,0,1,0,0
627,627,Trey Thompkins,Georgia,37,2011-12,LAC,24,5.0,2.4,1.0,2.5,39.3,0.2,0.5,30.8,0.2,0.3,71.4,0.2,0.8,1.0,0.1,0.3,0.1,0.1,0.4,4.3,0.0,0.0,-2.4,2.08,111.0,Forward,0,0,1,0
629,629,Jeremy Tyler,Tokyo Apache (Japan),39,2011-12,GSW,42,13.5,4.9,2.1,5.0,42.1,0.0,0.0,0.0,0.7,1.2,55.8,1.3,2.0,3.3,0.4,0.9,0.4,0.5,2.0,11.2,1.0,0.0,-2.8,2.08,113.0,Forward,0,0,1,0
630,630,Jon Leuer,Wisconsin,40,2011-12,MIL,46,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,2.6,0.5,0.4,0.3,0.4,1.5,10.3,0.0,0.0,0.4,2.08,103.0,Forward,0,0,1,0
631,631,Darius Morris,Michigan,41,2011-12,LAL,19,8.9,2.4,0.9,2.2,42.9,0.2,0.5,44.4,0.3,0.5,66.7,0.1,0.7,0.8,1.1,1.0,0.1,0.0,0.8,4.4,0.0,0.0,-2.8,1.93,88.0,Guard,0,0,0,1
632,632,Davis Bertans,KK Olimpija (Slovenia),42,2016-17,SAS,67,12.1,4.5,1.5,3.5,44.0,1.0,2.6,39.9,0.4,0.5,82.4,0.3,1.1,1.5,0.7,0.5,0.3,0.4,1.1,9.0,0.0,0.0,1.7,2.08,102.0,Forward,0,0,1,0
634,634,Charles Jenkins,Hofstra,44,2011-12,GSW,51,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15.0,0.7,0.8,87.2,0.2,1.2,1.3,3.3,1.2,0.6,0.1,1.7,13.5,3.0,0.0,-4.4,1.91,98.0,Guard,0,0,0,1
635,635,Josh Harrellson,Kentucky,45,2011-12,NYK,37,14.6,4.4,1.7,4.0,42.3,0.5,1.6,33.9,0.4,0.7,61.5,1.3,2.6,3.9,0.3,0.5,0.6,0.5,1.3,12.4,1.0,0.0,2.6,2.08,125.0,Forward-Center,0,1,1,0
636,636,Andrew Goudelock,College of Charleston,46,2011-12,LAL,40,10.5,4.4,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.5,0.5,0.1,0.0,0.8,5.8,0.0,0.0,-0.7,1.91,91.0,Guard,0,0,0,1
640,640,Lavoy Allen,Temple,50,2011-12,PHI,41,15.2,4.1,1.9,4.1,47.3,0.0,0.0,0.0,0.3,0.3,78.6,1.1,3.0,4.2,0.8,0.5,0.3,0.4,1.8,12.2,0.0,0.0,1.1,2.06,118.0,Forward-Center,0,1,1,0
642,642,Vernon Macklin,Florida,52,2011-12,DET,23,5.9,2.0,0.8,1.5,54.3,0.0,0.0,0.0,0.3,0.6,57.1,0.6,0.9,1.5,0.2,0.1,0.2,0.2,0.4,5.0,0.0,0.0,0.1,2.08,103.0,Forward,0,0,1,0
643,643,DeAndre Liggins,Kentucky,53,2011-12,ORL,17,6.8,1.9,0.7,1.5,48.0,0.0,0.2,0.0,0.5,1.1,47.4,0.4,0.5,0.9,0.3,0.6,0.4,0.0,0.4,3.9,0.0,0.0,-3.9,1.98,95.0,Guard,0,0,0,1
645,645,E'Twaun Moore,Purdue,55,2011-12,BOS,38,8.7,2.9,1.1,3.0,38.1,0.4,1.2,37.8,0.2,0.2,100.0,0.1,0.8,0.9,0.9,0.6,0.3,0.1,0.9,5.8,0.0,0.0,0.8,1.91,87.0,Guard,0,0,0,1
650,650,Isaiah Thomas,Washington,60,2011-12,SAC,65,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,1.6,0.8,0.1,1.9,22.0,3.0,0.0,-1.1,1.75,84.0,Guard,0,0,0,1
651,651,Anthony Davis,Kentucky,1,2012-13,NOH,64,28.8,13.5,5.5,10.6,51.6,0.0,0.1,0.0,2.6,3.5,75.1,2.6,5.6,8.2,1.0,1.4,1.2,1.8,2.5,32.2,20.0,0.0,-2.4,2.08,115.0,Forward-Center,0,1,1,0
652,652,Michael Kidd-Gilchrist,Kentucky,2,2012-13,CHA,78,26.0,9.0,3.6,7.9,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,1.3,0.7,0.9,2.1,21.8,6.0,0.0,-3.7,1.98,105.0,Forward,0,0,1,0
653,653,Bradley Beal,Florida,3,2012-13,WAS,56,31.2,13.9,5.0,12.3,41.0,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3.0,3.8,2.4,1.6,0.9,0.5,2.0,24.7,3.0,0.0,-1.6,1.93,94.0,Guard,0,0,0,1
654,654,Dion Waiters,Syracuse,4,2012-13,CLE,61,28.8,14.7,5.5,13.4,41.2,1.0,3.3,31.0,2.6,3.5,74.6,0.4,2.1,2.4,3.0,2.0,1.0,0.3,1.9,23.8,0.0,0.0,-2.5,1.91,95.0,Guard,0,0,0,1
655,655,Thomas Robinson,Kansas,5,2012-13,SAC,51,15.9,4.8,2.0,4.8,42.4,0.0,0.0,0.0,0.8,1.4,57.7,1.8,2.9,4.7,0.7,1.3,0.5,0.4,1.9,12.9,3.0,0.0,-2.8,2.08,108.0,Forward,0,0,1,0
656,656,Damian Lillard,Weber State,6,2012-13,POR,82,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,3.1,6.5,3.0,0.9,0.2,2.1,33.0,7.0,0.0,-0.8,1.88,88.0,Guard,1,0,0,1
657,657,Harrison Barnes,North Carolina,7,2012-13,GSW,81,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,1.2,0.6,0.2,1.7,17.2,4.0,0.0,0.6,2.03,102.0,Forward,0,0,1,0
658,658,Terrence Ross,Washington,8,2012-13,TOR,73,17.0,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2.0,0.7,0.7,0.6,0.2,1.7,11.5,0.0,0.0,-0.9,1.98,93.0,Guard-Forward,0,0,1,1
659,659,Andre Drummond,Connecticut,9,2012-13,DET,60,20.7,7.9,3.5,5.7,60.8,0.0,0.0,50.0,1.0,2.7,37.1,2.8,4.8,7.6,0.5,1.0,1.0,1.6,2.4,24.6,9.0,0.0,-0.8,2.08,127.0,Center,0,1,0,0
660,660,Austin Rivers,Duke,10,2012-13,NOH,61,23.2,6.2,2.4,6.4,37.2,0.5,1.4,32.6,1.0,1.8,54.6,0.3,1.5,1.8,2.1,1.2,0.4,0.1,2.0,12.0,0.0,0.0,-2.6,1.93,91.0,Guard,0,0,0,1
662,662,Jeremy Lamb,Connecticut,12,2012-13,OKC,23,6.4,3.1,1.0,3.0,35.3,0.4,1.3,30.0,0.6,0.6,100.0,0.2,0.6,0.8,0.2,0.3,0.1,0.1,0.6,4.6,0.0,0.0,-2.0,1.96,82.0,Guard-Forward,0,0,1,1
663,663,Kendall Marshall,North Carolina,13,2012-13,PHX,48,14.6,3.0,1.2,3.1,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0.9,3.0,1.2,0.5,0.1,1.0,8.9,0.0,0.0,-3.9,1.93,91.0,Guard,0,0,0,1
664,664,John Henson,North Carolina,14,2012-13,MIL,63,13.1,6.0,2.6,5.3,48.2,0.0,0.0,0.0,0.9,1.7,53.3,1.8,2.9,4.7,0.5,0.7,0.3,0.7,1.3,14.6,6.0,0.0,-0.6,2.06,99.0,Forward-Center,0,1,1,0
665,665,Maurice Harkless,St. John's (NY),15,2012-13,ORL,76,26.0,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,4.4,0.7,0.9,1.2,0.8,1.9,19.5,1.0,0.0,-6.2,2.01,100.0,Forward-Guard,0,0,1,1
667,667,Tyler Zeller,North Carolina,17,2012-13,CLE,77,26.4,7.9,3.2,7.3,43.8,0.0,0.1,0.0,1.6,2.0,76.4,2.1,3.6,5.7,1.2,1.2,0.5,0.9,3.3,19.5,7.0,0.0,-3.4,2.11,113.0,Forward-Center,0,1,1,0
669,669,Andrew Nicholson,St. Bonaventure,19,2012-13,ORL,75,16.7,7.8,3.4,6.5,52.7,0.0,0.0,0.0,1.0,1.3,79.8,0.9,2.5,3.4,0.6,1.1,0.3,0.4,1.8,14.0,2.0,0.0,-2.1,2.06,113.0,Forward,0,0,1,0
670,670,Evan Fournier,Poitiers Basket 86 (France),20,2012-13,DEN,38,11.3,5.3,2.0,4.0,49.3,0.6,1.4,40.7,0.8,1.0,76.9,0.2,0.8,0.9,1.2,0.8,0.5,0.0,1.7,8.9,0.0,0.0,1.6,1.98,93.0,Guard-Forward,0,0,1,1
672,672,Fab Melo,Syracuse,22,2012-13,BOS,6,6.0,1.2,0.5,1.0,50.0,0.0,0.0,0.0,0.2,0.7,25.0,0.0,0.5,0.5,0.0,0.2,0.3,0.3,1.2,3.6,0.0,0.0,-1.2,2.13,116.0,Center,0,1,0,0
673,673,John Jenkins,Vanderbilt,23,2012-13,ATL,61,14.8,6.1,2.1,4.8,44.6,0.9,2.3,38.4,1.0,1.1,84.3,0.3,1.3,1.5,0.9,0.7,0.2,0.2,0.6,9.8,0.0,0.0,-2.0,1.93,98.0,Guard,0,0,0,1
675,675,Tony Wroten,Washington,25,2012-13,MEM,35,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25.0,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.8,0.2,0.1,1.0,5.6,0.0,0.0,-1.6,1.98,93.0,Guard,0,0,0,1
676,676,Miles Plumlee,Duke,26,2012-13,IND,14,3.9,0.9,0.4,1.5,23.8,0.0,0.0,0.0,0.2,0.3,75.0,0.9,0.7,1.6,0.1,0.2,0.0,0.2,0.4,3.5,0.0,0.0,-0.9,2.11,113.0,Center,0,1,0,0
677,677,Arnett Moultrie,Mississippi State,27,2012-13,PHI,47,11.5,3.7,1.7,2.9,58.2,0.0,0.0,0.0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.4,0.2,0.9,9.0,1.0,0.0,-1.8,2.08,109.0,Forward,0,0,1,0
678,678,Perry Jones III,Baylor,28,2012-13,OKC,38,7.4,2.3,1.0,2.6,39.4,0.0,0.1,0.0,0.3,0.4,66.7,0.3,1.3,1.6,0.3,0.4,0.1,0.2,0.6,5.1,0.0,0.0,0.0,2.11,107.0,Forward,0,0,1,0
679,679,Marquis Teague,Kentucky,29,2012-13,CHI,48,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.7,0.2,0.1,1.0,5.4,0.0,0.0,-0.2,1.88,86.0,Guard,0,0,0,1
680,680,Festus Ezeli,Vanderbilt,30,2012-13,GSW,78,14.4,2.4,0.9,2.2,43.8,0.0,0.0,0.0,0.6,1.0,53.1,1.8,2.2,4.0,0.3,0.8,0.3,0.9,2.0,10.6,0.0,0.0,-0.7,2.11,120.0,Center,0,1,0,0
682,682,Tomas Satoransky,CB Sevilla (Spain),32,2016-17,WAS,57,12.6,2.7,1.1,2.6,41.5,0.2,0.6,24.3,0.4,0.6,69.7,0.4,1.0,1.5,1.6,0.7,0.5,0.1,1.1,7.9,1.0,0.0,0.2,2.01,95.0,Guard,0,0,0,1
683,683,Bernard James,Florida State,33,2012-13,DAL,46,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.4,0.3,0.8,1.4,9.3,0.0,0.0,-0.5,2.08,107.0,Center,0,1,0,0
684,684,Jae Crowder,Marquette,34,2012-13,DAL,78,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.6,0.8,0.2,1.6,12.2,0.0,0.0,-0.4,1.98,107.0,Forward,0,0,1,0
685,685,Draymond Green,Michigan State,35,2012-13,GSW,79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.6,0.5,0.3,2.0,9.7,0.0,0.0,-1.0,1.98,104.0,Forward,0,0,1,0
688,688,Quincy Miller,Baylor,38,2012-13,DEN,7,3.7,1.3,0.6,1.7,33.3,0.0,0.1,0.0,0.1,0.3,50.0,0.1,0.1,0.3,0.4,0.1,0.1,0.0,0.4,2.6,0.0,0.0,-0.7,2.06,95.0,Forward,0,0,1,0
689,689,Khris Middleton,Texas A&M,39,2012-13,DET,27,17.6,6.1,2.3,5.2,44.0,0.5,1.7,31.1,1.0,1.2,84.4,0.1,1.7,1.9,1.0,0.4,0.6,0.1,2.0,11.6,0.0,0.0,1.0,2.01,101.0,Forward,0,0,1,0
690,690,Will Barton,Memphis,40,2012-13,POR,73,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.8,0.5,0.1,0.8,8.6,1.0,0.0,-2.8,1.96,82.0,Guard,0,0,0,1
692,692,Doron Lamb,Kentucky,42,2012-13,MIL,23,12.2,3.4,1.4,4.1,34.7,0.2,0.7,25.0,0.3,0.7,53.3,0.1,0.6,0.7,0.9,0.7,0.3,0.0,1.2,5.8,0.0,0.0,0.1,1.93,91.0,Guard,0,0,0,1
693,693,Mike Scott,Virginia,43,2012-13,ATL,40,9.4,4.6,1.8,3.7,47.6,0.0,0.0,0.0,1.1,1.4,76.8,1.0,1.8,2.8,0.3,0.5,0.1,0.1,0.8,8.3,2.0,0.0,-1.1,2.01,108.0,Forward,0,0,1,0
694,694,Kim English,Missouri,44,2012-13,DET,41,9.9,2.9,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.5,0.4,0.1,1.1,5.9,0.0,0.0,-1.4,1.98,91.0,Guard,0,0,0,1
695,695,Justin Hamilton,Louisiana State,45,2013-14,CHA,1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.0,2.13,116.0,Center,0,1,0,0
697,697,Kevin Murphy,Tennessee Tech,47,2012-13,UTA,17,3.1,0.9,0.4,1.6,25.0,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.1,0.0,0.2,1.3,0.0,0.0,-2.6,1.98,84.0,Guard,0,0,0,1
699,699,Kyle O'Quinn,Norfolk State,49,2012-13,ORL,57,11.2,4.1,1.8,3.5,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.6,0.2,0.5,1.9,11.1,2.0,0.0,-1.0,2.06,113.0,Center-Forward,0,1,1,0
701,701,Kris Joseph,Syracuse,51,2012-13,BOS,6,3.9,1.2,0.3,1.8,18.2,0.0,0.3,0.0,0.5,0.7,75.0,0.2,0.7,0.8,0.2,0.3,0.0,0.0,0.3,2.1,0.0,0.0,-0.3,2.01,95.0,Forward,0,0,1,0
702,702,Ognjen Kuzmic,CB Axarquia (Spain),52,2013-14,GSW,21,4.4,0.7,0.2,0.6,38.5,0.0,0.0,0.0,0.2,0.5,45.5,0.5,0.5,1.0,0.1,0.5,0.1,0.2,0.8,2.6,0.0,0.0,-2.9,2.13,118.0,Center,0,1,0,0
703,703,Furkan Aldemir,Galatasaray S.K. (Turkey),53,2014-15,PHI,41,13.2,2.3,1.0,1.9,51.3,0.0,0.1,0.0,0.3,0.7,48.1,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,10.4,1.0,0.0,-2.5,2.08,109.0,Forward-Center,0,1,1,0
708,708,Robbie Hummel,Purdue,58,2013-14,MIN,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.2,0.3,0.0,1.1,7.9,0.0,0.0,0.7,2.06,99.0,Forward,0,0,1,0
